,OperatingExpenses,NetIncomeLoss,Assets
March 2010,13000.0,-13000.0,
June 2010,14000.0,-14000.0,
September 2010,2.0,-2.0,
December 2010,998.0,6002.0,2000.0
March 2011,9000.0,-9000.0,
June 2011,4000.0,-4000.0,16000.0
September 2011,11000.0,-12000.0,6.0
December 2011,8000.0,-8000.0,1000.0
March 2012,9000.0,-10000.0,15000.0
June 2012,1000.0,-2000.0,8000.0
September 2012,2000.0,-3000.0,5000.0
December 2012,6000.0,-7000.0,2000.0
March 2013,9000.0,-10000.0,29000.0
June 2013,8.0,-9.0,14000.0
September 2013,3.0,-4.0,11000.0
December 2013,12989.0,-15987.0,10000.0
March 2014,7.0,-8.0,8000.0
June 2014,5.0,-7.0,3.0
September 2014,3.0,-4.0,1.0
December 2014,21985.0,-26981.0,3.0
March 2015,10.0,-11.0,7.0
June 2015,2.0,-4.0,
September 2015,1.0,-3.0,3.0
December 2015,30987.0,-37982.0,1000.0
March 2016,0.0,0.0,
June 2016,0.0,0.0,
September 2016,0.0,0.0,
December 2016,0.0,0.0,0.0
March 2017,0.0,0.0,0.0
June 2017,0.0,0.0,0.0
September 2017,0.0,0.0,0.0
December 2017,0.0,0.0,0.0
March 2018,0.0,0.0,0.0
June 2018,0.0,0.0,0.0
September 2018,0.0,0.0,0.0
December 2018,0.0,0.0,0.0
March 2019,50000.0,-50000.0,29000.0
June 2019,25000.0,-25000.0,0.0
September 2019,4000.0,-4000.0,1000.0
