,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,57468750.0,59147500.0,,,
June 2008,57468750.0,59147500.0,,,
September 2008,57468750.0,26722750.0,,,
December 2008,57468750.0,26722750.0,,,
March 2009,71178000.0,50046000.0,,,
June 2009,65431000.0,75240000.0,,,
September 2009,66671000.0,75542000.0,,,
December 2009,43401000.0,74901000.0,2197304000.0,550144000.0,
March 2010,60720000.0,72516000.0,,,
June 2010,58743000.0,80413000.0,2235176000.0,575869000.0,
September 2010,62914000.0,78691000.0,2250591000.0,574213000.0,
December 2010,51576000.0,70724000.0,2251843000.0,559274000.0,1692569000.0
March 2011,81627000.0,55929000.0,2190314000.0,478379000.0,
June 2011,74861000.0,21365000.0,2169197000.0,472580000.0,1696617000.0
September 2011,72008000.0,40450000.0,2249299000.0,522783000.0,1726516000.0
December 2011,153110000.0,-21201000.0,2245415000.0,530836000.0,1714579000.0
March 2012,,47121000.0,2259898000.0,543212000.0,1716686000.0
June 2012,,-37880000.0,2315994000.0,599209000.0,1716785000.0
September 2012,,58304000.0,2369528000.0,618306000.0,1751222000.0
December 2012,,2814000.0,2445834000.0,684107000.0,1761727000.0
March 2013,,53930000.0,2279009000.0,500048000.0,1778961000.0
June 2013,,19084000.0,2338577000.0,544961000.0,1793616000.0
September 2013,,35480000.0,2372525000.0,568179000.0,1804346000.0
