,OperatingExpenses,NetIncomeLoss,Assets
September 2009,6524.111111111111,-1935.5,
December 2009,6524.111111111111,-1935.5,
March 2010,6524.111111111111,-1935.5,
June 2010,6524.111111111111,-1935.5,
September 2010,6524.111111111111,-5301.0,11771.0
December 2010,6524.111111111111,-8316.0,
March 2011,6524.111111111111,-4349.0,
June 2011,6524.111111111111,-4339.0,
September 2011,2147.0,-2033.0,1466.0
December 2011,1015.0,-1015.0,1547.0
March 2012,4847.0,-4847.0,2032.0
June 2012,6524.111111111111,-1284.0,21852.0
September 2012,3701.0,-3701.0,1466.0
December 2012,2946.0,-2630.0,4053.0
March 2013,14152.0,-13587.0,1607.0
June 2013,4864.0,-4630.0,1161.0
September 2013,17503.0,-17503.0,50.0
December 2013,15142.0,-15041.0,50.0
March 2014,1492.5,-9482.0,141.0
June 2014,1492.5,17497.0,1141.0
September 2014,3800.0,-3800.0,
December 2014,6765.0,-6765.0,
March 2015,,,
