,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2007,146992.22727272726,-47692.642857142855,,,
September 2007,146992.22727272726,-47692.642857142855,,,
December 2007,146992.22727272726,-47692.642857142855,,,
March 2008,146992.22727272726,-47692.642857142855,,,
June 2008,146992.22727272726,-47692.642857142855,,,
September 2008,146992.22727272726,-47692.642857142855,,,
December 2008,146992.22727272726,-47692.642857142855,,,
March 2009,146992.22727272726,-47692.642857142855,,,
June 2009,146992.22727272726,-47692.642857142855,,,
September 2009,146992.22727272726,-47692.642857142855,,,
December 2009,146992.22727272726,-47692.642857142855,,,
March 2010,146992.22727272726,-47692.642857142855,,,
June 2010,146992.22727272726,-47692.642857142855,,,
September 2010,146992.22727272726,-201806.0,,,
December 2010,146992.22727272726,-211596.0,,,
March 2011,146992.22727272726,-104494.0,,,
June 2011,146992.22727272726,-47692.642857142855,,,
September 2011,146992.22727272726,-204140.0,,,
December 2011,146992.22727272726,-160998.0,,,
March 2012,146992.22727272726,-205110.0,,,
June 2012,146992.22727272726,-522463.99999999907,,,
September 2012,362049.0,-391072.0,,,
December 2012,324790.0,-358689.0,,,
March 2013,144466.0,-450003.0,,,
June 2013,146992.22727272726,-1623150.0000000028,,,
September 2013,424873.0,-2215698.0,,,
December 2013,649601.0,-2406097.0,,,
March 2014,451353.0,-1323767.0,,,
