,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2012,8872.0,-8872.0,,,
September 2012,8965.0,-6622.0,,,
December 2012,6591.0,-6032.0,,,
March 2013,13485.0,-6147.0,,,
June 2013,9452.0,-8781.0,8694.0,4905.0,3789.0
September 2013,8563.0,-7762.0,837.0,217.0,
December 2013,6025.0,-6118.0,2572.0,2572.0,
March 2014,5596.0,-5393.0,19801.0,19801.0,
June 2014,9529.0,-9617.0,11484.0,11484.0,
September 2014,11311.0,-11518.0,4787.0,4787.0,
December 2014,7273.0,-7481.0,1920.0,1920.0,
March 2015,4945.0,-5180.0,414.0,414.0,
June 2015,3982.0,4170.0,6.0,6.0,
September 2015,5248.0,-5575.0,971.0,971.0,
December 2015,4450.0,-4817.0,3809.0,3809.0,
March 2016,2885.0,-3330.0,2774.0,2774.0,
June 2016,5145.0,-5614.0,668.0,668.0,
September 2016,6590.0,-7084.0,3904.0,3904.0,
December 2016,6337.0,-6909.0,199.0,199.0,
March 2017,4409.0,-4409.0,,,
June 2017,10040.0,-10040.0,0.0,0.0,
September 2017,9786.0,-10813.0,7472.0,1989.0,
December 2017,23032.0,-24293.0,5811.0,328.0,
March 2018,22961993.0,-22966580.0,7363.0,1880.0,
June 2018,8014.0,-29157.0,304.0,304.0,
September 2018,11965.0,-18470.0,22.0,22.0,
December 2018,5599.0,-13187.0,,,
