,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,49550000.0,-22392000.0,,
June 2008,49550000.0,-22392000.0,,
September 2008,49550000.0,-22392000.0,,
December 2008,49550000.0,-22392000.0,,
March 2009,49278000.0,-336000.0,,
June 2009,45633000.0,-25832000.0,,
September 2009,45204000.0,-52025000.0,,
December 2009,41305000.0,-103475000.0,1588854000.0,369926000.0
March 2010,40852000.0,-2762000.0,,
June 2010,44017000.0,15671000.0,1632835000.0,467472000.0
September 2010,41448000.0,33030000.0,1690872000.0,485571000.0
December 2010,49128000.0,38219000.0,1800576000.0,551910000.0
March 2011,49351000.0,38934000.0,1870677000.0,619870000.0
June 2011,50380000.0,54505000.0,1965665000.0,662592000.0
September 2011,53830000.0,59186000.0,2120962000.0,751726000.0
