,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,88416.5,,-13833.0,,
June 2010,88416.5,,-13833.0,,
September 2010,88416.5,,-143427.0,,
December 2010,88416.5,,-32202.0,1120732.0,909469.0
March 2011,195069.0,203022.5,54830.0,,
June 2011,210976.0,203022.5,127269.0,,
September 2011,288447.0,288447.0,74028.0,1713528.0,1609646.0
December 2011,439627.0,-244978.0,-86070.0,1452950.0,1309782.0
March 2012,40705.0,40705.0,-265144.0,1029763.0,787019.0
June 2012,72937.0,72937.0,-271845.0,,
September 2012,24062.0,24062.0,-144566.0,569382.0,463880.0
December 2012,61495.0,61495.0,-326472.0,46482.0,25922.0
March 2013,29683.0,29683.0,-29663.0,32658.0,12141.0
June 2013,43877.0,43877.0,-43876.0,,
September 2013,40604.0,40604.0,-40603.0,26132.0,6197.0
December 2013,61898.0,61898.0,-61898.0,26270.0,6381.0
March 2014,34165.0,34165.0,-73329.0,600.0,600.0
June 2014,28307.0,28307.0,-28334.0,2257.0,2257.0
