,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,3310500.0,5876000.0,,
June 2009,3310500.0,5876000.0,,
September 2009,3310500.0,5876000.0,,
December 2009,3310500.0,5876000.0,,
March 2010,3535000.0,-287000.0,,
June 2010,2867000.0,-2107000.0,,
September 2010,4044000.0,-3400000.0,,
December 2010,6811000.0,-1557000.0,261071000.0,43584000.0
March 2011,3966000.0,-1770000.0,,
June 2011,3378000.0,-6264000.0,267909000.0,50219000.0
September 2011,3114000.0,24000.0,269427000.0,51283000.0
December 2011,3281000.0,-5067000.0,261265000.0,46058000.0
March 2012,4045000.0,-15776000.0,257068000.0,62954000.0
June 2012,3529000.0,-1455000.0,242875000.0,58320000.0
September 2012,3901000.0,-3314000.0,233233000.0,61040000.0
December 2012,4154000.0,-6263000.0,220899000.0,48936000.0
March 2013,4164000.0,-6547000.0,227915000.0,53270000.0
June 2013,5847000.0,-4510000.0,248280000.0,55301000.0
September 2013,3051000.0,-5599000.0,231026000.0,49214000.0
December 2013,4235000.0,-8269000.0,224355000.0,47120000.0
March 2014,3656000.0,-10186000.0,218447000.0,52030000.0
June 2014,3270000.0,-2897000.0,207872000.0,49958000.0
September 2014,3604000.0,9787000.0,203985000.0,52610000.0
December 2014,-10530000.0,-1110000.0,,
March 2015,4170000.0,-6007000.0,,
June 2015,4677000.0,-6799000.0,,
September 2015,4039000.0,-12722000.0,,
December 2015,4236000.0,-8160000.0,417278000.0,64542000.0
March 2016,3268000.0,-8856000.0,411639000.0,73891000.0
June 2016,2844000.0,-14425000.0,397849000.0,68437000.0
September 2016,3178000.0,-4276000.0,390067000.0,71690000.0
December 2016,3322000.0,-4028000.0,386907000.0,76968000.0
March 2017,3897000.0,-8815000.0,375581000.0,73549000.0
June 2017,3714000.0,-2352000.0,370936000.0,77851000.0
September 2017,4484000.0,-1360000.0,367348000.0,82445000.0
December 2017,5138000.0,-19224000.0,347404000.0,80966000.0
March 2018,5911000.0,,336150000.0,79856000.0
June 2018,7008000.0,,236770000.0,70028000.0
September 2018,5553000.0,,229608000.0,67472000.0
December 2018,4966000.0,,235297000.0,81966000.0
