,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,,-8000.0,,,
December 2010,,-31635.0,,,
March 2011,,6139.0,,,
June 2011,,-28196.0,,,
September 2011,172579.0,-9844.0,255188.0,191543.0,
December 2011,70506.0,-45600.0,,,
March 2012,59057.0,-22495.0,249113.0,201323.0,
June 2012,,-156169.0,244087.0,199698.0,
September 2012,65377.0,-12056.0,180809.0,130127.0,
December 2012,63482.0,-31069.0,197430.0,150183.0,
March 2013,51367.0,-29322.0,191112.0,147300.0,
June 2013,,-95148.0,191509.0,151132.0,
September 2013,,-58278.0,201548.0,45896.0,
December 2013,,-63791.0,149330.0,35921.0,
March 2014,,-5454.0,145475.0,39350.0,
June 2014,,-153262.0,166483.0,67830.0,
September 2014,,-7500.0,63000.0,63000.0,0.0
December 2014,,-16254.0,116522.0,116522.0,
March 2015,,-55986.0,227658.0,227658.0,
June 2015,,-2294746.0,,,
September 2015,,-33876.0,564861.0,274808.0,290053.0
December 2015,,-156684.0,536521.0,230396.0,306125.0
March 2016,,-49037.0,472679.0,128996.0,343683.0
June 2016,,-111422.0,461462.0,109704.0,351758.0
September 2016,,-84769.0,322771.0,72771.0,250000.0
December 2016,,-18528.0,262329.0,12329.0,250000.0
