,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,-477869.5,,,
December 2008,-477869.5,,,
March 2009,-477869.5,,,
June 2009,-477869.5,,,
September 2009,-477869.5,,,
December 2009,-477869.5,,,
March 2010,0.0,,,
June 2010,0.0,,,
September 2010,0.0,,,
December 2010,3202029.0,12669006.0,449278.0,12219728.0
March 2011,-347530.0,,,
June 2011,-1015.0,,,
September 2011,-9840.0,0.0,,
December 2011,2609033.0,11261733.0,868243.0,10393490.0
March 2012,-266065.0,11244953.0,916396.0,10328557.0
June 2012,-1212461.0,,,
September 2012,1105929.0,,,
December 2012,-1269504.0,11383273.0,704774.0,10678499.0
March 2013,-381944.0,11950075.0,707053.0,11243022.0
June 2013,-401041.0,12261191.0,715416.0,11545775.0
September 2013,-1230327.0,16686822.0,721624.0,15965198.0
December 2013,110653.0,17821345.0,725060.0,17096285.0
March 2014,-835178.0,63644658.0,9464194.0,54180464.0
