,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2013,,,-1783.0,,,
March 2014,,,-1783.0,,,
June 2014,,,-1783.0,,,
September 2014,3571.5,,-3571.5,,,
December 2014,3571.5,,-3571.5,,,
March 2015,946.0,,-946.0,,,
June 2015,334.0,,-334.0,,,
September 2015,1.0,,-1.0,,,
December 2015,0.0,,0.0,,,
March 2016,4000.0,,-4000.0,,,
June 2016,1624.0,,2646.0,,,
September 2016,6610.0,,-880.0,,,
December 2016,-4000.0,,-4000.0,,,
March 2017,96.0,,-96.0,,,
June 2017,4500.0,,3500.0,,,
September 2017,2850.0,,-2850.0,,,
December 2017,1500.0,,-1500.0,,,
March 2018,1500.0,,-1500.0,,,
June 2018,4252.0,,-4252.0,,,
September 2018,4978.0,,-4978.0,,,
December 2018,2590.0,,-2590.0,,,
March 2019,2416.0,,-2416.0,,,
June 2019,-39.0,,39.0,,,
September 2019,4662.0,0.0,-4662.0,,,
December 2019,648090.0,27676.0,1044911.0,,,
March 2020,11616.0,218193.0,-11616.0,,,
June 2020,1463424.0,76970.0,2066066.0,,,
September 2020,554020.0,86782.0,1495002.0,,,
December 2020,1046912.0,83694.0,-95667.0,,,
March 2021,544563.0,74509.0,-541378.0,,,
June 2021,822017.0,281661.0,-697326.0,,,
September 2021,760295.0,269349.0,-263820.0,,,
December 2021,640155.0,203470.0,-632765.0,,,
