,NetIncomeLoss,Assets,AssetsCurrent
March 2010,-98800.0,,
June 2010,-144100.0,,
September 2010,-195500.0,,
December 2010,-3903900.0,7524100.0,934600.0
March 2011,-134600.0,,
June 2011,-24500.0,6933100.0,762500.0
September 2011,-33900.0,6719300.0,745000.0
December 2011,-202700.0,6336000.0,478200.0
March 2012,-176500.0,6111900.0,407600.0
June 2012,-250400.0,5808300.0,270900.0
September 2012,-244500.0,5580100.0,213900.0
December 2012,-333600.0,5126700.0,154300.0
March 2013,-279000.0,4894800.0,136800.0
June 2013,-268300.0,4678000.0,169700.0
September 2013,-261200.0,4478700.0,208600.0
December 2013,-64700.0,4209100.0,232300.0
March 2014,-31600.0,4233000.0,289900.0
June 2014,19100.0,4286600.0,388000.0
September 2014,-187400.0,4154300.0,297900.0
December 2014,-3104000.0,2934300.0,333500.0
March 2015,-193700.0,2912500.0,334900.0
June 2015,-210800.0,3075500.0,523000.0
September 2015,-922900.0,2457500.0,639300.0
December 2015,-181600.0,2613100.0,76500.0
March 2016,-138200.0,2736100.0,68200.0
June 2016,-196100.0,2864200.0,66000.0
