,NetIncomeLoss,Assets
March 2009,-50775250.0,
June 2009,-50775250.0,
September 2009,-50775250.0,
December 2009,-50775250.0,
March 2010,22160000.0,
June 2010,7050000.0,
September 2010,71186000.0,
December 2010,37466000.0,11492299000.0
March 2011,26058000.0,
June 2011,18466000.0,11370717000.0
September 2011,-89272000.0,10347442000.0
December 2011,63407000.0,10516215000.0
March 2012,136999000.0,10988725000.0
June 2012,507000.0,10584880000.0
September 2012,23228000.0,10730702000.0
December 2012,3556000.0,10535088000.0
March 2013,-34033000.0,10633721000.0
June 2013,-32941000.0,10536432000.0
September 2013,-14373000.0,10713436000.0
December 2013,-132955000.0,10556475000.0
March 2014,15411000.0,10427989000.0
June 2014,-1382000.0,10507457000.0
September 2014,-28798000.0,10253189000.0
December 2014,48302000.0,10170075000.0
March 2015,10653000.0,10097440000.0
June 2015,-4955000.0,9755887000.0
September 2015,3326000.0,9216620000.0
December 2015,4634000.0,9165935000.0
March 2016,-6604000.0,9123710000.0
June 2016,5701000.0,9016964000.0
September 2016,3009000.0,9029145000.0
December 2016,-22633000.0,8670275000.0
March 2017,24816000.0,8514871000.0
June 2017,24135000.0,8698031000.0
September 2017,25936000.0,8729953000.0
December 2017,24518000.0,8621825000.0
March 2018,11965000.0,8326723000.0
June 2018,-2137000.0,8041898000.0
September 2018,20449000.0,8043846000.0
