,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,913577.0,53224.0,,
June 2010,1010514.0,-247632.0,,
September 2010,1030643.0,-399694.0,,
December 2010,1865642.0,-1631774.0,95483047.0,59426599.0
March 2011,1766448.0,566170.0,,
June 2011,2072567.0,-1301223.0,79813461.0,43029194.0
September 2011,1733710.0,-1099061.0,78989210.0,42408276.0
December 2011,1191207.0,-1510890.0,95295353.0,50431327.0
March 2012,1687925.0,-1660208.0,105155318.0,59431167.0
June 2012,1933638.0,-1705388.0,77043748.0,31968603.0
September 2012,1375301.0,134655.0,75416601.0,31591160.0
December 2012,2614434.0,621605.0,82197273.0,38949353.0
March 2013,1695638.0,-1089768.0,87094698.0,44279262.0
June 2013,1249343.0,948054.0,90301055.0,47524971.0
September 2013,1221089.0,-3545429.0,86713501.0,44425380.0
December 2013,1761680.0,-444269.0,95495979.0,53735000.0
March 2014,2288407.0,-3620281.0,81406686.0,40720639.0
June 2014,1252859.0,-761925.0,80370228.0,40371425.0
September 2014,1147461.0,4800654.0,109870441.0,70585492.0
December 2014,1347733.0,1448213.0,96024574.0,57072799.0
March 2015,1430500.0,-1032835.0,90266316.0,51141591.0
June 2015,1172175.0,-7613941.0,100614974.0,62840377.0
September 2015,1126559.0,441396.0,79482036.0,43582810.0
