,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,10485.0,10485.0,1468.5,,,
June 2011,10485.0,10485.0,1468.5,,,
September 2011,313.0,313.0,-9218.0,,,
December 2011,1308.0,1308.0,-4149.0,237591.0,198065.0,39526.0
March 2012,18111.0,18111.0,-21982.0,,,
June 2012,42619.0,42619.0,-39569.0,,,
September 2012,38537.0,38537.0,-43109.0,243986.0,200347.0,43639.0
December 2012,48204.0,46571.0,-62919.0,146080.0,108074.0,38006.0
March 2013,84064.0,83619.0,-89777.0,75997.0,36626.0,39371.0
June 2013,55835.0,55389.0,-67141.0,96316.0,55876.0,40440.0
September 2013,112292.0,111720.0,-130180.0,119104.0,77486.0,41618.0
