,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,8293750.0,-10519000.0,,
June 2009,8293750.0,-10519000.0,,
September 2009,8293750.0,-10519000.0,,
December 2009,8293750.0,-10519000.0,,
March 2010,6120000.0,-3479000.0,,
June 2010,7743000.0,-6466000.0,,
September 2010,6880000.0,-9844000.0,,
December 2010,-9027000.0,-7372000.0,29070000.0,20393000.0
March 2011,5843000.0,-3120000.0,,
June 2011,2201000.0,-4205000.0,20144000.0,11802000.0
September 2011,7165000.0,-4784000.0,15644000.0,7689000.0
December 2011,-7265000.0,-3091000.0,15944000.0,9113000.0
March 2012,1195000.0,4023000.0,20877000.0,13859000.0
June 2012,1068000.0,-6187000.0,14528000.0,11550000.0
September 2012,1785000.0,11884000.0,15750000.0,14783000.0
December 2012,2591000.0,-176000.0,11540000.0,10848000.0
March 2013,1514000.0,-935000.0,7852000.0,5206000.0
June 2013,1435000.0,-979000.0,5077000.0,2493000.0
September 2013,1328000.0,-735000.0,4084000.0,1559000.0
December 2013,1087000.0,-580000.0,3568000.0,1080000.0
March 2014,1013000.0,-187000.0,4846000.0,2412000.0
June 2014,1459000.0,729000.0,5444000.0,3058000.0
September 2014,893000.0,-578000.0,4344000.0,1997000.0
December 2014,919000.0,-857000.0,3590000.0,1302000.0
March 2015,993000.0,-3110000.0,3897000.0,1657000.0
June 2015,890000.0,22000.0,3171000.0,969000.0
September 2015,986000.0,-440000.0,2651000.0,776000.0
