,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,25951500.0,1781500.0,,,
June 2010,25951500.0,1781500.0,,,
September 2010,25089000.0,6037000.0,,,
December 2010,28273000.0,-4510000.0,,162980000.0,14712000.0
March 2011,28923000.0,4822000.0,,,
June 2011,29866000.0,16760000.0,,,
September 2011,27636000.0,7022000.0,,182999000.0,20126000.0
December 2011,18858000.0,110170000.0,493190000.0,170494000.0,11935000.0
March 2012,31869000.0,5097000.0,516984000.0,192348000.0,11484000.0
June 2012,29627000.0,10952000.0,506981000.0,195587000.0,11029000.0
September 2012,30636000.0,5930000.0,501572000.0,185759000.0,11502000.0
December 2012,9772000.0,4505000.0,512361000.0,193959000.0,13875000.0
March 2013,31499000.0,8015000.0,512760000.0,196431000.0,17477000.0
June 2013,32307000.0,11872000.0,567554000.0,229118000.0,17393000.0
September 2013,32315000.0,9643000.0,544010000.0,215604000.0,13818000.0
December 2013,18292000.0,12499000.0,509723000.0,184332000.0,14677000.0
March 2014,30693000.0,-370000.0,529931000.0,213347000.0,14411000.0
June 2014,28937000.0,11076000.0,539322000.0,231430000.0,14580000.0
September 2014,30209000.0,11860000.0,535927000.0,234794000.0,16922000.0
December 2014,24302000.0,2604000.0,538759000.0,231825000.0,15357000.0
March 2015,30861000.0,93344000.0,519864000.0,195032000.0,15147000.0
June 2015,30892000.0,6129000.0,520012000.0,201817000.0,14768000.0
September 2015,29375000.0,4613000.0,649662000.0,239441000.0,17901000.0
December 2015,32294000.0,2277000.0,624673000.0,190202000.0,15767000.0
March 2016,31284000.0,456000.0,634264000.0,207271000.0,15453000.0
June 2016,38332000.0,-734000.0,831637000.0,279272000.0,14460000.0
September 2016,46681000.0,8035000.0,878364000.0,274925000.0,11217000.0
December 2016,55182000.0,-18701000.0,836520000.0,259366000.0,11138000.0
March 2017,54186000.0,6867000.0,858245000.0,286035000.0,10736000.0
June 2017,47795000.0,12513000.0,866521000.0,296632000.0,10396000.0
