,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,6292838.0,3087699.0,2234420.75,-3344919.75,,
June 2009,6292838.0,3087699.0,2234420.75,-3344919.75,,
September 2009,6292838.0,3087699.0,2234420.75,-3344919.75,,
December 2009,6292838.0,3087699.0,2234420.75,-3344919.75,,
March 2010,5333474.0,1731379.0,1740561.0,-15946719.0,,
June 2010,6029587.0,1634057.0,1921154.0,-3643788.0,,
September 2010,4690477.0,1589136.0,1512389.0,-4383557.0,,
December 2010,5610603.0,1473469.0,2510935.0,-8559887.0,28470943.0,16058038.0
March 2011,5759741.0,2421128.0,1973678.0,-6645308.0,,
June 2011,5539154.0,2098159.0,2321237.0,-8435674.0,21796519.0,13350839.0
September 2011,6568132.0,2245000.0,2121859.0,-7291313.0,17499547.0,9754262.0
December 2011,6107548.0,2251462.0,2470236.0,15276737.0,17674695.0,10290225.0
March 2012,4457301.0,1258659.0,2093172.0,-3196401.0,14079674.0,6865246.0
June 2012,4674328.0,1379374.0,2164596.0,-5478458.0,11691126.0,4690464.0
September 2012,5099712.0,1154302.0,2402984.0,-4502443.0,13208424.0,6551641.0
December 2012,4577676.0,1518396.0,1886664.0,-21108908.0,11312901.0,5636362.0
March 2013,5974763.0,850518.0,1975187.0,1978664.0,5346947.0,1830611.0
