,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,,-183000.0,
June 2011,,100000.0,140178000.0
September 2011,,159000.0,140652000.0
December 2011,,166000.0,145366000.0
March 2012,308000.0,-39000.0,146174000.0
June 2012,338000.0,133000.0,
September 2012,438000.0,74000.0,154722000.0
December 2012,295000.0,113000.0,153897000.0
March 2013,469000.0,181000.0,169243000.0
June 2013,602000.0,439000.0,170232000.0
September 2013,680000.0,-638000.0,172297000.0
December 2013,944000.0,-638000.0,169677000.0
March 2014,503000.0,-369000.0,168138000.0
June 2014,811000.0,-23000.0,167970000.0
