,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2008,,38461500.0,,,
September 2008,,38461500.0,,,
December 2008,,38461500.0,,,
March 2009,,38461500.0,,,
June 2009,,36745000.0,,,
September 2009,,35412000.0,,,
December 2009,,32011000.0,,,
March 2010,,39382000.0,,,
June 2010,,35763000.0,,,
September 2010,,49661000.0,,,
December 2010,,37460000.0,,,
March 2011,,42598000.0,,,
June 2011,,35726000.0,18235500.0,,
September 2011,,38165000.0,18235500.0,,
December 2011,,36634000.0,18235500.0,,
March 2012,,40218000.0,18235500.0,,
June 2012,,38436000.0,15008000.0,,
September 2012,,38865000.0,11311000.0,,
December 2012,,50407000.0,-55140000.0,,
March 2013,,52450000.0,29781000.0,,
June 2013,,33276000.0,9153000.0,,
September 2013,,37933000.0,6119000.0,,
December 2013,,40832000.0,6181000.0,,
March 2014,,10092000.0,13009000.0,,
June 2014,,38847000.0,-1016000.0,,
September 2014,,28972000.0,6039000.0,,
December 2014,,38965000.0,5920000.0,,
March 2015,,-33404000.0,5610000.0,,
June 2015,,40428000.0,4280000.0,,
September 2015,,29902000.0,1278000.0,,
December 2015,,15453000.0,12931000.0,,
March 2016,,-19834000.0,5932000.0,,
June 2016,20256000.0,25455000.0,9162000.0,,
September 2016,38045000.0,25487000.0,218000.0,,
December 2016,,14201000.0,9838000.0,,
March 2017,,-8900000.0,6757000.0,,
June 2017,22336000.0,,7049000.0,,
September 2017,32063000.0,,2250000.0,,
