,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,1211275.5,-1211504.0,,,
June 2014,1211275.5,-1211504.0,,,
September 2014,2792.0,-2792.0,,,
December 2014,7359.0,-7628.0,26454.0,21113.0,5341.0
March 2015,38778.0,-39086.0,,,
June 2015,17765.0,-18596.0,,,
September 2015,17016.0,-17123.0,28646.0,24905.0,3741.0
December 2015,16287.0,-18119.0,16210.0,13002.0,3208.0
March 2016,7373.0,-7873.0,8837.0,6162.0,2675.0
June 2016,10167.0,-10167.0,6527.0,4386.0,2141.0
September 2016,8225.0,-8225.0,1608.0,,1608.0
December 2016,9108.0,-9108.0,0.0,,
March 2017,9148.0,-9148.0,,,
June 2017,1500.0,-1500.0,0.0,,
September 2017,4570.0,-4570.0,0.0,,
December 2017,156666.0,780554.0,1209779.0,1209779.0,
March 2018,110374.0,262899.0,1610263.0,1091881.0,518382.0
June 2018,139886.0,329866.0,1705123.0,1194181.0,510942.0
September 2018,104997.0,-7397.0,1604468.0,1106310.0,498158.0
December 2018,248748.0,-261185.0,1149161.0,652653.0,496508.0
