,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2014,100.0,100.0,-100.0,10800.0,5548.0,5252.0
March 2015,6080.0,6080.0,-4832.0,,,
June 2015,3693.0,3998.0,-938.0,,,
September 2015,4328.0,3998.0,-799.0,7231.0,2648.0,4583.0
December 2015,3973.0,3998.0,-2309.0,5407.0,1047.0,4360.0
March 2016,-8246.0,9898.0,-8246.0,9508.0,5371.0,4137.0
June 2016,0.0,,313.0,,,
September 2016,4253.0,,313.0,7104.0,3413.0,
December 2016,35534.0,,-12764.0,9970.0,6502.0,
March 2017,-18734.0,,-22461.0,35380.0,35380.0,
June 2017,29385.0,,-30581.0,12285.0,12285.0,
September 2017,20442.0,,-21574.0,1.0,1.0,
December 2017,-37626.0,,-9888.0,11458.0,11458.0,
March 2018,10474.0,,-10474.0,8333.0,8333.0,
June 2018,6979.0,,-6979.0,5208.0,5208.0,
September 2018,5510.0,,-5510.0,2083.0,2083.0,
December 2018,-72399.0,,-26473.0,12000.0,12000.0,
March 2019,-13449.0,,-13449.0,9000.0,9000.0,
June 2019,,,,,,
September 2019,,,,,,
December 2019,,,,,,
March 2020,,,,,,
June 2020,,,,,,
September 2020,,,,,,
December 2020,,,,,,
