,NetIncomeLoss,Assets
March 2010,-888000.0,
June 2010,-2028000.0,
September 2010,-9059000.0,
December 2010,-355000.0,565105000.0
March 2011,33000.0,
June 2011,-1856000.0,616067000.0
September 2011,276000.0,543662000.0
December 2011,-1191000.0,522881000.0
March 2012,159000.0,517753000.0
June 2012,283000.0,510708000.0
September 2012,306000.0,494199000.0
December 2012,-146000.0,506492000.0
March 2013,142000.0,504663000.0
June 2013,156000.0,505157000.0
September 2013,-127000.0,506822000.0
December 2013,-3102000.0,502419000.0
March 2014,117000.0,494134000.0
June 2014,37000.0,500450000.0
September 2014,50000.0,500343000.0
December 2014,168000.0,515382000.0
March 2015,239000.0,520709000.0
June 2015,144000.0,541609000.0
September 2015,11088000.0,541734000.0
December 2015,273000.0,541264000.0
March 2016,116000.0,552806000.0
June 2016,331000.0,556062000.0
September 2016,-426000.0,565417000.0
December 2016,-636000.0,549509000.0
