,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,433909.0,-200549.0,,
June 2010,433909.0,-200549.0,,
September 2010,202344.0,56049.0,,
December 2010,671486.0,,184116.0,175638.0
March 2011,206044.0,-152987.0,,
June 2011,224485.0,-32280.0,,
September 2011,120296.0,-93574.0,716426.0,709235.0
December 2011,47202.0,-169449.0,131894.0,125132.0
March 2012,40471.0,-13661.0,158544.0,152212.0
June 2012,95141.0,-6290.0,1009037.0,1003135.0
September 2012,38404.0,-15795.0,950777.0,945304.0
December 2012,637423.0,-748380.0,324388.0,319342.0
March 2013,258994.0,-209817.0,328500.0,320318.0
June 2013,612632.0,-658379.0,409900.0,395076.0
September 2013,102789.0,-102839.0,414900.0,398413.0
December 2013,685191.0,-794746.0,317567.0,300147.0
March 2014,,,,
