,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,6873000.0,1600000.0,-2062750.0,,
June 2010,6873000.0,1600000.0,-2062750.0,,
September 2010,6873000.0,1600000.0,-2062750.0,,
December 2010,6873000.0,1600000.0,-2062750.0,,
March 2011,6850000.0,873000.0,-8526000.0,,
June 2011,4909000.0,981000.0,4305000.0,,
September 2011,6467000.0,1369000.0,11515000.0,,
December 2011,10648000.0,1604000.0,8576000.0,233911000.0,39863000.0
March 2012,5695000.0,953000.0,-2494000.0,245524000.0,73671000.0
June 2012,7247000.0,1476000.0,1117000.0,245074000.0,59624000.0
September 2012,6065000.0,995000.0,17556000.0,256926000.0,71105000.0
December 2012,8979000.0,1259000.0,-949000.0,256823000.0,40377000.0
March 2013,9614000.0,913000.0,-1216000.0,271672000.0,50726000.0
June 2013,12593000.0,1005000.0,-1952000.0,752249000.0,134602000.0
September 2013,12903000.0,1154000.0,14525000.0,753404000.0,96598000.0
December 2013,12088000.0,928000.0,-1700000.0,727305000.0,77961000.0
March 2014,10349000.0,1318000.0,-7594000.0,732053000.0,66706000.0
June 2014,30814000.0,738000.0,-17109000.0,721524000.0,73928000.0
September 2014,8969000.0,783000.0,16862000.0,730069000.0,81696000.0
December 2014,8432000.0,943000.0,-2451000.0,705521000.0,60701000.0
March 2015,66537000.0,878000.0,-74970000.0,660654000.0,75285000.0
June 2015,7760000.0,583000.0,-10121000.0,649562000.0,69628000.0
September 2015,7366000.0,425000.0,15074000.0,644851000.0,71386000.0
December 2015,20411000.0,789000.0,-16696000.0,601653000.0,48255000.0
March 2016,9005000.0,631000.0,-25984000.0,592409000.0,42286000.0
June 2016,27971000.0,699000.0,-38998000.0,583779000.0,51570000.0
