,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,35500000.0,145500000.0,,,,
June 2009,35500000.0,145500000.0,,,,
September 2009,35500000.0,145500000.0,,,,
December 2009,35500000.0,145500000.0,,,,
March 2010,29000000.0,132000000.0,,,,
June 2010,29000000.0,132000000.0,,,,
September 2010,27000000.0,125000000.0,,,,
December 2010,34000000.0,136000000.0,,4295000000.0,1383000000.0,2912000000.0
March 2011,21000000.0,140000000.0,81500000.0,,,
June 2011,27000000.0,139000000.0,81500000.0,,,
September 2011,24000000.0,150000000.0,81500000.0,4525000000.0,1608000000.0,2917000000.0
December 2011,27000000.0,137000000.0,81500000.0,5099000000.0,1669000000.0,3430000000.0
March 2012,14000000.0,133000000.0,70000000.0,5349000000.0,1958000000.0,3391000000.0
June 2012,16000000.0,130000000.0,86000000.0,,,
September 2012,18000000.0,114000000.0,88000000.0,5082000000.0,1711000000.0,3371000000.0
December 2012,19000000.0,139000000.0,86000000.0,5212000000.0,1713000000.0,3499000000.0
March 2013,13000000.0,100000000.0,44000000.0,5128000000.0,1638000000.0,3490000000.0
June 2013,15000000.0,107000000.0,78000000.0,5117000000.0,1712000000.0,3405000000.0
September 2013,11000000.0,100000000.0,80000000.0,5093000000.0,1694000000.0,3399000000.0
December 2013,15000000.0,102000000.0,79000000.0,4884000000.0,1740000000.0,3144000000.0
March 2014,10000000.0,98000000.0,52000000.0,4758000000.0,1657000000.0,3101000000.0
June 2014,15000000.0,94000000.0,61000000.0,4768000000.0,1685000000.0,3083000000.0
September 2014,18000000.0,93000000.0,52000000.0,4917000000.0,1807000000.0,3110000000.0
December 2014,17000000.0,87000000.0,84000000.0,4878000000.0,1662000000.0,3216000000.0
March 2015,13000000.0,95000000.0,59000000.0,4831000000.0,1665000000.0,3166000000.0
