,OperatingExpenses,NetIncomeLoss,Assets
March 2009,39651250.0,-17535250.0,
June 2009,39651250.0,-17535250.0,
September 2009,39651250.0,-17535250.0,
December 2009,39651250.0,-17535250.0,
March 2010,32606500.0,-12830000.0,
June 2010,32606500.0,-12830000.0,
September 2010,31771000.0,-9013000.0,
December 2010,71532000.0,-60074000.0,1557275000.0
March 2011,32387000.0,-2057000.0,
June 2011,27963000.0,-2057000.0,
September 2011,32491000.0,353000.0,1324131000.0
December 2011,70832000.0,4051000.0,1235471000.0
March 2012,24358.0,-7477.0,
June 2012,21813.0,5729.0,1160245000.0
September 2012,22474.0,564.0,1133590.0
December 2012,33669.0,-6709816.0,1135345.0
March 2013,17838000.0,-11.0,1090419.0
June 2013,18640000.0,10444.0,1058613.0
September 2013,24974.0,-7329.0,1065376.0
December 2013,39877000.0,41272896.0,943322000.0
March 2014,19519.0,4369000.0,940156.0
June 2014,19914000.0,1518000.0,922225000.0
September 2014,18858000.0,-1519000.0,935986000.0
December 2014,24882000.0,26517000.0,965498000.0
March 2015,21155000.0,2832000.0,945688000.0
June 2015,20388000.0,1167000.0,1076618000.0
September 2015,25741000.0,-5163000.0,1087111000.0
December 2015,30596000.0,-796000.0,1106508000.0
March 2016,25881000.0,-3205000.0,1107267000.0
June 2016,26212000.0,2489000.0,1131675000.0
September 2016,26272000.0,-3754000.0,1174748000.0
December 2016,26664000.0,1738000.0,1174909000.0
March 2017,27345000.0,-5714000.0,1213725000.0
June 2017,26759000.0,-10889000.0,1232736000.0
September 2017,26397000.0,9362000.0,1232564000.0
December 2017,28292000.0,-1190000.0,1296720000.0
March 2018,26165000.0,-660000.0,1312323000.0
June 2018,27990000.0,5854000.0,1349104000.0
September 2018,28199000.0,20351000.0,1402438000.0
December 2018,24717000.0,148154000.0,826149000.0
March 2019,13664000.0,-6147000.0,814813000.0
June 2019,16217000.0,-2778000.0,817553000.0
September 2019,13809000.0,-7571000.0,832362000.0
December 2019,15688000.0,538000.0,830641000.0
