,OperatingExpenses,NetIncomeLoss,Assets
June 2009,266422.25,-386483.75,
September 2009,266422.25,-386483.75,
December 2009,266422.25,-386483.75,
March 2010,266422.25,-386483.75,
June 2010,-214000.0,-300000.0,
September 2010,-27000.0,-27000.0,
December 2010,-49000.0,-24845.0,
March 2011,-85000.0,-61000.0,29800.0
June 2011,-30000.0,-30000.0,29802.0
September 2011,41557.0,-41556.0,19803.0
December 2011,-37000.0,-35000.0,22004.0
March 2012,-32000.0,-32000.0,22005.0
June 2012,53556.0,-54000.0,22005.0
September 2012,-26000.0,-2000.0,27006.0
December 2012,18242.0,-18241.0,27007.0
March 2013,-25000.0,-25000.0,43968.0
June 2013,101123.0,-101123.0,34839.0
September 2013,62607.0,-62606.0,34839.0
December 2013,26542.0,-34337.0,39867.0
March 2014,-51000.0,-29000.0,29928.0
June 2014,17974.0,307733.0,37130.0
September 2014,39649.0,1481386.0,61393.0
December 2014,41556.0,-42402.0,38060.0
