,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,1600000.0,399750.0,899500.0,1244250.0,,
September 2009,1600000.0,399750.0,899500.0,1244250.0,,
December 2009,1600000.0,399750.0,899500.0,1244250.0,,
March 2010,1600000.0,399750.0,899500.0,1244250.0,,
June 2010,1359000.0,188000.0,848000.0,1188000.0,,
September 2010,1168000.0,35000.0,807000.0,2215000.0,,
December 2010,1425000.0,137000.0,946000.0,2670000.0,,
March 2011,2369000.0,225000.0,1797000.0,1053000.0,36358000.0,21153000.0
June 2011,1513000.0,0.0,1151000.0,2331000.0,39282000.0,23831000.0
September 2011,1515000.0,0.0,1134000.0,11680000.0,59132000.0,43408000.0
December 2011,1526000.0,0.0,1128000.0,8705000.0,69165000.0,54634000.0
March 2012,1818000.0,0.0,1413000.0,10405000.0,68511000.0,52778000.0
June 2012,1504000.0,0.0,1117000.0,11106000.0,,
September 2012,1817000.0,250000.0,1150000.0,9805000.0,89480000.0,70084000.0
December 2012,1738000.0,0.0,1254000.0,9898000.0,105487000.0,84815000.0
March 2013,3391000.0,24000.0,2218000.0,9537000.0,107869000.0,67206000.0
June 2013,2391000.0,9000.0,1840000.0,7138000.0,118423000.0,77386000.0
September 2013,2455000.0,0.0,1913000.0,6732000.0,126504000.0,84776000.0
December 2013,3103000.0,0.0,2564000.0,7595000.0,130139000.0,87897000.0
March 2014,2162000.0,0.0,1624000.0,8459000.0,138103000.0,115886000.0
June 2014,2293000.0,0.0,1725000.0,4504000.0,148504000.0,125531000.0
September 2014,2928000.0,15000.0,2333000.0,6117000.0,149810000.0,125262000.0
