,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,5370407.0,-1170773.0,,,
June 2010,5103115.0,308629.0,,,
September 2010,5033330.0,705696.0,,,
December 2010,5279167.0,262846.0,24317565.0,21600913.0,172913.0
March 2011,5296442.0,-1265779.0,,,
June 2011,4852682.0,499069.0,26241260.0,23600176.0,197727.0
September 2011,5053022.0,400528.0,27071503.0,24447160.0,183884.0
December 2011,5026787.0,600526.0,26573796.0,23778423.0,428532.0
March 2012,5412348.0,-963590.0,25090998.0,22288309.0,414091.0
June 2012,5023109.0,405979.0,27642333.0,24917970.0,382454.0
September 2012,5012185.0,282858.0,26655395.0,24077989.0,276480.0
December 2012,5236816.0,920612.0,27654139.0,24830235.0,270265.0
March 2013,5443583.0,-731977.0,26907430.0,24226276.0,237704.0
June 2013,5188210.0,549762.0,28555951.0,25933457.0,204922.0
