,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,545677.0,-567564.0,,,
September 2010,195121.0,-195121.0,,,
December 2010,408765.0,-408765.0,,,
March 2011,198364.0,-195369.0,147687.0,56643.0,
June 2011,278489.0,-292267.0,,,
September 2011,316707.0,-375684.0,474711.0,38563.0,
December 2011,314872.0,-434104.0,326590.0,8265.0,
March 2012,684399.0,-865738.0,38265.0,2514.0,
June 2012,259128.0,-328134.0,647008.0,2574.0,
September 2012,217295.0,-369090.0,636780.0,3816.0,
December 2012,230704.0,-608490.0,650752.0,28011.0,
March 2013,684310.0,-919518.0,747896.0,25156.0,699848.0
June 2013,417634.0,-1053600.0,676480.0,26154.0,
September 2013,192691.0,-125035.0,713800.0,34607.0,
December 2013,232222.0,-544556.0,678891.0,302.0,660509.0
