,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,177750.0,-574000.0,,
June 2009,177750.0,-574000.0,,
September 2009,177750.0,-574000.0,,
December 2009,177750.0,-574000.0,,
March 2010,504083.3333333333,-8431666.666666666,,
June 2010,504083.3333333333,-8431666.666666666,,
September 2010,504083.3333333333,-8431666.666666666,2433000.0,2401000.0
December 2010,190000.0,-7620000.0,,
March 2011,907000.0,3778000.0,,
June 2011,1948000.0,6293000.0,,
September 2011,2010000.0,-2152000.0,2290000.0,2258000.0
December 2011,2070000.0,2977000.0,2774000.0,2742000.0
March 2012,1927000.0,2763000.0,3111000.0,3079000.0
June 2012,1226000.0,3064000.0,2659000.0,2627000.0
September 2012,1245000.0,-7106000.0,1256000.0,1224000.0
December 2012,1169000.0,4028000.0,1638000.0,1606000.0
March 2013,618000.0,-5782000.0,4675000.0,4643000.0
June 2013,727000.0,-786000.0,4093000.0,4061000.0
September 2013,1173000.0,-437000.0,1966000.0,1935000.0
December 2013,707000.0,-695000.0,2758000.0,2726000.0
March 2014,1173000.0,-437000.0,3889000.0,3857000.0
June 2014,2829000.0,1576000.0,4887000.0,4855000.0
September 2014,1297000.0,-712000.0,3580000.0,3548000.0
December 2014,973000.0,-698000.0,2780000.0,2748000.0
March 2015,1297000.0,-712000.0,2248000.0,2216000.0
June 2015,269000.0,-784000.0,1205000.0,1173000.0
September 2015,970000.0,-434000.0,1777000.0,1745000.0
December 2015,492000.0,-1033000.0,6413000.0,6381000.0
March 2016,501000.0,-629000.0,,
June 2016,904000.0,-872000.0,4873000.0,4841000.0
September 2016,984000.0,-1024000.0,4167000.0,4135000.0
December 2016,489000.0,-1087000.0,2649000.0,2617000.0
March 2017,594000.0,-1035000.0,1765000.0,1733000.0
June 2017,425000.0,-949000.0,794000.0,762000.0
