,OperatingExpenses,NetIncomeLoss,Assets
March 2009,45096.25,-44952.25,
June 2009,45096.25,-44952.25,
September 2009,45096.25,-44952.25,
December 2009,45096.25,-44952.25,
March 2010,34642.0,-36494.25,
June 2010,65424.0,-36494.25,
September 2010,25980.0,-36494.25,
December 2010,20154.0,-36494.25,1296032.0
March 2011,83320.0,-44524.0,
June 2011,28247.0,-44524.0,1215020.0
September 2011,42507.0,-44524.0,1168223.0
December 2011,25097.0,-44524.0,1153016.0
March 2012,90880.0,-58019.25,1095984.0
June 2012,41175.0,-58019.25,1054145.0
September 2012,37425.0,-58019.25,1028399.0
December 2012,63430.0,-58019.25,972510.0
March 2013,66144.0,,934172.0
June 2013,48371.0,,871710.0
September 2013,23095.0,,847076.0
December 2013,31334.0,,825291.0
March 2014,54768.0,,795291.0
June 2014,29364.0,,772443.0
September 2014,27136.0,,760294.0
December 2014,43323.0,,748913.0
March 2015,68681.0,,694210.0
June 2015,31079.0,,649630.0
September 2015,28962.0,,616965.0
December 2015,24344.0,,601316.0
March 2016,69131.0,,591513.0
June 2016,39912.0,,893424.0
September 2016,19943.0,,866544.0
December 2016,26653.0,,844662.0
March 2017,52459.0,,802661.0
June 2017,34850.0,,800276.0
September 2017,22530.0,,758794.0
