,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,0.0,-21738.0,,,
March 2011,0.0,-177614.0,,,
June 2011,0.0,-910404.5,,,
September 2011,0.0,-910404.5,342408.0,207171.0,135237.0
December 2011,0.0,-999380.0,,,
March 2012,0.0,-3534791.0,3162812.0,2530273.0,632539.0
June 2012,0.0,-2321827.0,,,
September 2012,204541.0,-4186440.0,799615.0,573979.0,225636.0
December 2012,1600.0,-2105174.0,985155.0,739539.0,245616.0
March 2013,0.0,-3202573.0,1777301.0,1522922.0,254379.0
June 2013,0.0,-3637039.0,2201301.0,1922226.0,279075.0
September 2013,,,,,
December 2013,0.0,-4811187.0,,,
March 2014,0.0,-3243170.0,,,
June 2014,177652.0,-448054.0,,,
September 2014,,,11880.0,6053.0,5827.0
December 2014,29160.0,-24425922.0,730613.0,707891.0,22722.0
March 2015,29160.0,64083.0,401014.0,368222.0,
June 2015,52264.0,-448320.0,143585.0,134111.0,
