,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-8517497.5,,,
June 2009,-8517497.5,,,
September 2009,-8517497.5,,,
December 2009,-8517497.5,,,
March 2010,-7711224.25,,,
June 2010,-7711224.25,,,
September 2010,-7711224.25,,,
December 2010,-7711224.25,412686826.0,27562216.0,5078178.0
March 2011,-3961345.5,,,
June 2011,-3961345.5,425456474.0,28751573.0,9694736.0
September 2011,-3961345.5,421773775.0,23742745.0,11971658.0
December 2011,-3961345.5,436325874.0,21072180.0,18472395.0
March 2012,,456561490.0,21401528.0,20107766.0
June 2012,,467245508.0,21126979.0,19189560.0
September 2012,,463301762.0,21354018.0,15899722.0
December 2012,,368620389.0,24824474.0,42968435.0
March 2013,,367375502.0,23905415.0,45007348.0
June 2013,,371197989.0,27607403.0,45145454.0
