,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,,,,
June 2010,0.0,0.0,,,
September 2010,0.0,0.0,,,
December 2010,0.0,0.0,,,
March 2011,3100.0,-3100.0,9000.0,9000.0,
June 2011,612.0,-612.0,5888.0,5888.0,
September 2011,1955.0,-1955.0,16833.0,16833.0,
December 2011,2960.0,-2960.0,,,
March 2012,851.0,-851.0,11522.0,11522.0,
June 2012,5080.0,-5080.0,6442.0,6442.0,
September 2012,-3059.0,-3059.0,3383.0,3383.0,
December 2012,962.0,-962.0,2421.0,2421.0,
March 2013,13661.0,-7543.0,2470.0,2470.0,
June 2013,2544.0,-2544.0,,,
September 2013,5838.0,-5838.0,2476.0,,
December 2013,49935.0,-49935.0,2476.0,,
March 2014,20930.0,-20930.0,300000.0,300000.0,
June 2014,19311.0,-19311.0,300000.0,300000.0,
September 2014,54909.0,-54909.0,300000.0,300000.0,
December 2014,26120.0,-26120.0,300713.0,300000.0,
March 2015,312730.0,-312730.0,2945.0,2945.0,
June 2015,18727.0,-18727.0,2945.0,,
September 2015,22161.0,-22161.0,6522.0,,
December 2015,7488.0,-7488.0,6931.0,,
March 2016,4807.0,-4807.0,3211.0,3211.0,
June 2016,4927.0,-4927.0,2161.0,,
September 2016,6314.0,-6314.0,,,
December 2016,3443.0,-3443.0,159940.0,159940.0,
March 2017,120231.0,-120191.0,945908.0,945908.0,
June 2017,157044.0,-156877.0,794562.0,794562.0,
September 2017,159851.0,-159715.0,632968.0,632968.0,
December 2017,158440.0,-158434.0,472485.0,472485.0,
March 2018,173524.0,-173495.0,326574.0,326574.0,
June 2018,338664.0,-338650.0,97398.0,85237.0,12161.0
September 2018,101872.0,-101872.0,46525.0,35691.0,10834.0
December 2018,109124.0,-109119.0,32210.0,22411.0,9799.0
March 2019,82194.0,-82193.0,21723.0,12514.0,9209.0
June 2019,42007.0,-42357.0,23135.0,15560.0,7575.0
September 2019,44409.0,-44409.0,16221.0,9572.0,6649.0
December 2019,46003.0,-46004.0,9805.0,4135.0,5670.0
