,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,4638000.0,24750.0,,
June 2009,4638000.0,24750.0,,
September 2009,4638000.0,24750.0,,
December 2009,4638000.0,24750.0,,
March 2010,4854000.0,22000.0,,
June 2010,4713000.0,1184000.0,,
September 2010,4734000.0,659000.0,,
December 2010,4029000.0,-1713000.0,47782000.0,43388000.0
March 2011,5262000.0,-1039000.0,,
June 2011,4593000.0,980000.0,54252000.0,50060000.0
September 2011,4703000.0,612000.0,48783000.0,44724000.0
December 2011,4015000.0,-1439000.0,47736000.0,43661000.0
March 2012,4989000.0,-1345000.0,56901000.0,52601000.0
June 2012,4787000.0,504000.0,54308000.0,50239000.0
September 2012,5128000.0,307000.0,50948000.0,47007000.0
December 2012,4531000.0,-1480000.0,49659000.0,45371000.0
March 2013,5371000.0,-939000.0,60841000.0,56059000.0
June 2013,5142000.0,1097000.0,51798000.0,47705000.0
September 2013,5059000.0,487000.0,46501000.0,42818000.0
December 2013,4508000.0,-1282000.0,46244000.0,42049000.0
March 2014,5171000.0,-738000.0,57968000.0,53864000.0
June 2014,5452000.0,787000.0,58600000.0,54556000.0
September 2014,5465000.0,582000.0,47668000.0,44045000.0
December 2014,4946000.0,-1154000.0,49767000.0,45595000.0
March 2015,5409000.0,-475000.0,61950000.0,57604000.0
June 2015,6446000.0,1063000.0,64129000.0,60274000.0
