,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,16400500.0,5270250.0,1073000.0,,
June 2008,16400500.0,5270250.0,1073000.0,,
September 2008,16400500.0,5270250.0,1073000.0,,
December 2008,16400500.0,5270250.0,1073000.0,,
March 2009,18835000.0,5520000.0,2979000.0,,
June 2009,19164000.0,5423000.0,19363000.0,,
September 2009,18397000.0,6569000.0,24478000.0,,
December 2009,23388000.0,9969000.0,25793000.0,325562000.0,269610000.0
March 2010,20323000.0,9654000.0,-5353000.0,,
June 2010,22290000.0,10366000.0,2787000.0,318891000.0,260623000.0
September 2010,24857000.0,12074000.0,13617000.0,347279000.0,292495000.0
December 2010,25687000.0,12054000.0,17487000.0,365654000.0,311862000.0
March 2011,25075000.0,12000000.0,14148000.0,374287000.0,318061000.0
June 2011,26945000.0,12987000.0,9694000.0,401764000.0,342453000.0
September 2011,27688000.0,14521000.0,4844000.0,356304000.0,295815000.0
December 2011,29301000.0,15148000.0,-3586000.0,335026000.0,280405000.0
March 2012,31973000.0,16103000.0,-10689000.0,333456000.0,274094000.0
June 2012,37666000.0,17471000.0,-49597000.0,332261000.0,288764000.0
September 2012,36968000.0,16911000.0,-19783000.0,313340000.0,271263000.0
December 2012,35294000.0,16132000.0,-23155000.0,289771000.0,244282000.0
March 2013,31309000.0,12653000.0,-25467000.0,234224000.0,190905000.0
June 2013,37053000.0,13535000.0,-30395000.0,214572000.0,173386000.0
