,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,1801856.5,129064.5,,,
June 2013,1801856.5,129064.5,,,
September 2013,1222200.0,689659.0,,,
December 2013,3794231.0,-387854.0,42665335.0,31856315.0,10809020.0
March 2014,2298068.0,184184.0,,,
June 2014,2115599.0,35117.0,20111430.0,11388790.0,8722640.0
September 2014,1144887.0,239226.0,19917487.0,11185761.0,8731726.0
December 2014,2252250.0,349173.0,38632506.0,28618677.0,10013829.0
March 2015,2119491.0,149993.0,36888716.0,27007335.0,9881381.0
June 2015,2457465.0,-252352.0,38750441.0,29051406.0,9699035.0
September 2015,1823888.0,-135121.0,38984484.0,29629638.0,9354846.0
December 2015,-93575.0,239238.0,23312085.0,14371277.0,8940808.0
