,OperatingExpenses,NetIncomeLoss,Assets
March 2013,,0.0,
June 2013,,0.0,
September 2013,,0.0,
December 2013,,0.0,200000.0
March 2014,189000.0,-183000.0,3552048.0
June 2014,1038000.0,-986000.0,33088709.0
September 2014,5963000.0,-5308000.0,207036597.0
December 2014,9379000.0,-5640000.0,396738000.0
March 2015,6998000.0,-1253000.0,444316000.0
June 2015,6563000.0,-510000.0,464138000.0
September 2015,6665000.0,-479000.0,483348000.0
December 2015,7069000.0,167000.0,475153000.0
March 2016,7984000.0,-1315000.0,501022000.0
June 2016,7428000.0,-39000.0,496280000.0
September 2016,7015000.0,-20000.0,486610000.0
December 2016,6918000.0,189000.0,499210000.0
March 2017,7481000.0,-102000.0,500576000.0
June 2017,7638000.0,450000.0,533247000.0
September 2017,8071000.0,718000.0,576808000.0
December 2017,9120000.0,443000.0,603177000.0
March 2018,8914000.0,544000.0,611534000.0
June 2018,9383000.0,869000.0,640204000.0
September 2018,9571000.0,892000.0,636295000.0
December 2018,12978000.0,-3369000.0,645721000.0
March 2019,9029000.0,1013000.0,641375000.0
June 2019,9125000.0,1470000.0,627540000.0
September 2019,9524000.0,790000.0,625219000.0
December 2019,10131000.0,282000.0,622241000.0
March 2020,9037000.0,1076000.0,627874000.0
June 2020,9272000.0,-371000.0,640335000.0
September 2020,10330000.0,-764000.0,636613000.0
