,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,6246500.0,,,
June 2009,6246500.0,,,
September 2009,6246500.0,,,
December 2009,6246500.0,,,
March 2010,11177000.0,,,
June 2010,18026000.0,,,
September 2010,2897000.0,,,
December 2010,5451000.0,597286000.0,145463000.0,14873000.0
March 2011,9994000.0,,,
June 2011,9472000.0,628231000.0,122872000.0,28353000.0
September 2011,9318000.0,691191000.0,147838000.0,28270000.0
December 2011,-4785000.0,723476000.0,112573000.0,16072000.0
March 2012,5042000.0,724761000.0,70328000.0,15696000.0
June 2012,6156000.0,808452000.0,119888000.0,13890000.0
September 2012,-5388000.0,799155000.0,102002000.0,11745000.0
December 2012,-9716000.0,779454000.0,113718000.0,11468000.0
March 2013,-2439000.0,797902000.0,143529000.0,11366000.0
June 2013,1510000.0,792892000.0,102564000.0,12125000.0
September 2013,-185545000.0,503548000.0,102352000.0,11557000.0
December 2013,-54943000.0,426612000.0,128751000.0,10743000.0
March 2014,-8509000.0,406452000.0,109296000.0,9811000.0
June 2014,-7349000.0,400478000.0,113577000.0,7661000.0
September 2014,1190000.0,474454000.0,184198000.0,6903000.0
December 2014,-71126000.0,391626000.0,135823000.0,13703000.0
