,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2007,5054.75,13556.75,,
September 2007,5054.75,13556.75,,
December 2007,5054.75,13556.75,,
March 2008,5054.75,13556.75,,
June 2008,5054.75,13556.75,,
September 2008,5054.75,13556.75,,
December 2008,5054.75,13556.75,,
March 2009,5054.75,13556.75,,
June 2009,5054.75,13556.75,,
September 2009,5054.75,13556.75,,
December 2009,5054.75,13556.75,,
March 2010,5054.75,13556.75,,
June 2010,10462.75,3901.0,,
September 2010,10462.75,-26640.0,,
December 2010,10462.75,-8314.0,,
March 2011,10462.75,-13677.0,,
June 2011,4782.0,-6282.0,90421.0,90421.0
September 2011,3220.0,-4720.0,85414.0,85414.0
December 2011,-196058.0,-5228.0,79765.0,79765.0
March 2012,204181.0,-239627.0,78136.0,78136.0
June 2012,398.0,-1148.0,21721.0,21721.0
September 2012,102728.0,-8678.0,21338.0,21338.0
December 2012,,-4503.0,15610.0,15610.0
March 2013,136622.0,-127432.0,197602.0,35892.0
June 2013,129160.0,-127432.0,,
September 2013,93777.0,-95336.0,,
December 2013,115049.0,-107276.0,462951.0,353391.0
March 2014,61216.0,-57363.0,396006.0,38677.0
June 2014,57330.0,-57363.0,414152.0,21014.0
September 2014,188973.0,-189002.0,,
December 2014,214142.0,-258792.0,433547.0,26687.0
March 2015,148295.5,-139326.0,419178.0,344047.0
June 2015,148295.5,-139326.0,,
September 2015,635492.0,-694206.0,,
