,NetIncomeLoss,Assets,AssetsCurrent
March 2009,44184000.0,,
June 2009,44184000.0,,
September 2009,44184000.0,,
December 2009,1285000.0,,
March 2010,5869250.0,,
June 2010,5869250.0,,
September 2010,5869250.0,,
December 2010,5869250.0,357131000.0,96018000.0
March 2011,7604000.0,,
June 2011,4973000.0,,
September 2011,3830000.0,,
December 2011,6828000.0,445494000.0,166582000.0
March 2012,7758000.0,524095000.0,244061000.0
June 2012,5126000.0,462673000.0,180956000.0
September 2012,6469000.0,537551000.0,249642000.0
December 2012,4601000.0,544726000.0,250617000.0
March 2013,11994000.0,613619000.0,259784000.0
June 2013,9134000.0,616758000.0,250845000.0
September 2013,9411000.0,722739000.0,294300000.0
December 2013,6210000.0,897247000.0,321587000.0
March 2014,12483000.0,931389000.0,349640000.0
June 2014,11006000.0,1348537000.0,672365000.0
September 2014,16493000.0,1065311000.0,389654000.0
December 2014,15091000.0,1006263000.0,274769000.0
March 2015,14600000.0,1171166000.0,275265000.0
June 2015,17068000.0,1323838000.0,408520000.0
September 2015,16421000.0,1273495000.0,348645000.0
December 2015,1584000.0,1257831000.0,319614000.0
March 2016,26468000.0,1212837000.0,290474000.0
June 2016,9922000.0,1337428000.0,421534000.0
