,NetIncomeLoss,Assets,AssetsCurrent
June 2008,65272000.0,,
September 2008,65272000.0,,
December 2008,65272000.0,,
March 2009,65272000.0,4426310000.0,
June 2009,54816000.0,,
September 2009,54540000.0,,
December 2009,46866000.0,,
March 2010,40078000.0,4495932000.0,711335000.0
June 2010,64927000.0,4814829000.0,1037216000.0
September 2010,66565000.0,4848112000.0,1055971000.0
December 2010,55831000.0,4846584000.0,1046639000.0
March 2011,62755000.0,4935881000.0,1120645000.0
June 2011,74845000.0,5084348000.0,1164896000.0
September 2011,77699000.0,5093788000.0,1165219000.0
December 2011,72559000.0,5158640000.0,1202651000.0
March 2012,87967000.0,5320585000.0,1274206000.0
June 2012,90798000.0,5373406000.0,1331795000.0
September 2012,81020000.0,5408978000.0,1341810000.0
December 2012,82915000.0,5539061000.0,1388957000.0
March 2013,86140000.0,5618225000.0,1463830000.0
June 2013,84686000.0,5587888000.0,1430627000.0
September 2013,94982000.0,5626449000.0,1445337000.0
December 2013,82759000.0,5755259000.0,1402373000.0
March 2014,88357000.0,5793314000.0,1399087000.0
June 2014,88852000.0,5872084000.0,1421131000.0
September 2014,98312000.0,5904774000.0,1428026000.0
December 2014,93199000.0,5989981000.0,1474474000.0
March 2015,87723000.0,5973610000.0,1415684000.0
June 2015,88235000.0,6054777000.0,1403327000.0
September 2015,98034000.0,6163938000.0,1415699000.0
December 2015,73864000.0,6180874000.0,1434447000.0
March 2016,77367000.0,6134956000.0,1384198000.0
