,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,72773281.0,-41783415.25,,,
June 2009,72773281.0,-41783415.25,,,
September 2009,72773281.0,-41783415.25,,,
December 2009,72773281.0,-41783415.25,,,
March 2010,-1659033.0,6027152.0,,,
June 2010,9107102.0,-1762123.0,,,
September 2010,46330.0,4527199.0,,,
December 2010,7344976.0,-3000075.0,170086022.0,12178456.0,51820212.0
March 2011,6636638.0,451079.0,,,
June 2011,5601326.0,1071738.0,171123130.0,10208021.0,49483507.0
September 2011,3436529.0,2429875.0,174973371.0,11792902.0,48668833.0
December 2011,11451147.0,-1138285.0,257145788.0,27283624.0,53469630.0
March 2012,17845426.0,-52948004.0,199214780.0,30855161.0,11108718.0
June 2012,59726050.0,-53904243.0,144478570.0,25332978.0,6978627.0
September 2012,41117241.0,-34373568.0,108088482.0,19916844.0,3459632.0
December 2012,18667197.0,-8727352.0,96326457.0,19113515.0,2088255.0
March 2013,1102793.0,-5754914.0,87857243.0,13399824.0,795773.0
June 2013,1460556.0,42369649.0,63139100.0,17666304.0,940164.0
September 2013,1087584.0,831668.0,58353091.0,13630243.0,1206001.0
December 2013,1580193.0,-2127329.0,54800254.0,11701819.0,769384.0
March 2014,1143421.0,848856.0,54170070.0,54122661.0,47409.0
June 2014,1345241.0,58974068.0,27950297.0,27950297.0,
September 2014,1212887.0,-611672.0,24434077.0,24423245.0,
December 2014,686132.0,-605580.0,23042707.0,23042707.0,
March 2015,756780.0,-756270.0,22178170.0,22178170.0,
June 2015,700146.0,-664660.0,21605052.0,21605052.0,
September 2015,925010.0,-922201.0,18826693.0,18826693.0,
