,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2006,3535.6923076923076,,-953.0,,
March 2007,3535.6923076923076,,-1934.75,,
June 2007,3535.6923076923076,,-1934.75,,
September 2007,3535.6923076923076,,-1934.75,,
December 2007,3535.6923076923076,,-1934.75,,
March 2008,3535.6923076923076,,-4236.0,,
June 2008,3535.6923076923076,,-4236.0,,
September 2008,3535.6923076923076,,-4236.0,,
December 2008,3535.6923076923076,,-4236.0,,
March 2009,3535.6923076923076,,-5237.0,,
June 2009,3535.6923076923076,,-5237.0,,
September 2009,3535.6923076923076,,-5237.0,,
December 2009,3535.6923076923076,,-5237.0,,
March 2010,4912.5,,-4912.5,,
June 2010,4912.5,,-4912.5,,
September 2010,4912.5,,-4912.5,,
December 2010,4912.5,,-4912.5,,1.0
March 2011,3596.0,,-3596.0,,
June 2011,5319.0,,-5319.0,,
September 2011,3692.0,,-3692.0,,
December 2011,5642.0,,-5642.0,2.0,2.0
March 2012,4634.0,,-4634.0,,
June 2012,4884.0,,5116.0,,
September 2012,33671.0,,-34949.0,81159.0,
December 2012,79784.0,,5133.0,44433.0,
March 2013,66218.0,12483.5,-70729.0,28882.0,
June 2013,88227.0,12483.5,-91433.0,26311.0,3959.0
September 2013,25419.0,25419.0,17636.0,,
December 2013,-98808.0,,171353.0,34873.0,30680.0
March 2014,47458.5,47458.5,-7828.0,,
June 2014,47458.5,47458.5,-7828.0,,
September 2014,75714.0,75714.0,-27440.0,80496.0,76303.0
December 2014,97733.0,,-50974.0,42408.0,38215.0
