,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2010,13000.0,19000.0,
June 2010,17000.0,-297000.0,
September 2010,5000.0,-3263000.0,
December 2010,6000.0,-10273000.0,408718000.0
March 2011,11000.0,111000.0,
June 2011,9000.0,8000.0,386873000.0
September 2011,5000.0,-1000.0,384879000.0
December 2011,7000.0,-308000.0,376645000.0
March 2012,11000.0,-84000.0,375396000.0
June 2012,14000.0,143000.0,370735000.0
September 2012,5000.0,108000.0,354448000.0
December 2012,9000.0,-289000.0,349942000.0
March 2013,8000.0,-344000.0,355144000.0
June 2013,9000.0,-1333000.0,344048000.0
September 2013,5000.0,-1289000.0,332633000.0
