,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,932000.0,-1368000.0,,
June 2010,1047000.0,-2163000.0,,
September 2010,1604000.0,-2827000.0,,
December 2010,1352000.0,-2087000.0,26079000.0,23571000.0
March 2011,1492000.0,-2510000.0,,
June 2011,1274000.0,-2456000.0,22229000.0,19329000.0
September 2011,1449000.0,-1475000.0,25870000.0,23194000.0
December 2011,923000.0,-1042000.0,24355000.0,21180000.0
March 2012,1292000.0,-1326000.0,22961000.0,19926000.0
June 2012,1093000.0,-827000.0,21270000.0,18357000.0
September 2012,912000.0,-239000.0,20743000.0,17919000.0
December 2012,899000.0,-397000.0,20484000.0,17692000.0
March 2013,1116000.0,-1170000.0,19815000.0,17127000.0
June 2013,1147000.0,-446000.0,18559000.0,16007000.0
September 2013,1252000.0,-354000.0,18955000.0,16458000.0
December 2013,1194000.0,-194000.0,23647000.0,21179000.0
March 2014,3041000.0,-4100000.0,20341000.0,17926000.0
June 2014,1247000.0,-441000.0,18421000.0,16114000.0
September 2014,979000.0,-1619000.0,23943000.0,21666000.0
December 2014,1080000.0,-2307000.0,22293000.0,20125000.0
March 2015,890000.0,-970000.0,20333000.0,18266000.0
June 2015,1684000.0,-3348000.0,16948000.0,15012000.0
September 2015,954000.0,-1334000.0,16501000.0,14645000.0
December 2015,811000.0,-1514000.0,13155000.0,11404000.0
March 2016,830000.0,-1688000.0,10255000.0,8538000.0
