,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2010,,-291.0,8000.0,8000.0
March 2011,,-6490.0,,
June 2011,,-2162.0,2998.0,2998.0
September 2011,,-7514.0,17484.0,17484.0
December 2011,,-7137.0,11297.0,11297.0
March 2012,,-6191.0,5006.0,5006.0
June 2012,,-5150.0,,
September 2012,,-108174.0,1258.0,1258.0
December 2012,,-1164079.0,569683.0,357643.0
March 2013,1557756.0,-1557756.0,646700.0,396910.0
June 2013,549232.0,-549232.0,604096.0,313406.0
September 2013,516932.0,-516932.0,623078.0,278563.0
December 2013,,-422267.0,522534.0,72762.0
March 2014,16048120.0,-16048120.0,923071.0,310124.0
June 2014,2720116.0,-6108130.0,1048800.0,201705.0
September 2014,1838057.0,-651574.0,962541.0,22693.0
December 2014,,-573726.0,70935.0,18153.0
March 2015,,-4349990.0,76050.0,16708.0
June 2015,,-2653711.0,80723.0,28859.0
September 2015,,,,
