,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,-1000.0,0.0,4767.333333333333,-10467.333333333334,,,
September 2010,2907.0,0.0,4767.333333333333,-10467.333333333334,,,
December 2010,29495.0,17100.0,4767.333333333333,-10467.333333333334,70328.0,70328.0,
March 2011,-20681.0,-3000.0,26171.25,-17649.75,,,
June 2011,28629.0,-5780.0,26171.25,-17649.75,78249.0,78249.0,
September 2011,46510.0,-20767.0,26171.25,-17649.75,152332.0,151452.0,
December 2011,100253.0,79573.0,26171.25,-17649.75,115817.0,115016.0,
March 2012,-51172.0,-20340.0,,-48226.0,96540.0,95816.0,
June 2012,45493.0,0.0,,-45965.0,32898.0,32252.0,
September 2012,102317.0,49347.0,,-102431.0,90832.0,90264.0,
December 2012,208817.0,0.0,,-152523.0,200149.0,199660.0,
March 2013,23407.0,5271.75,,-108193.0,86992.0,85580.0,
June 2013,21545.0,5271.75,,-92536.0,24010.0,23676.0,
September 2013,12059.0,5271.75,,-28685.0,20742.0,20487.0,
December 2013,1447216.0,5271.75,,-1216115.0,656278.0,656110.0,
March 2014,3297154.0,20966.0,,-3299945.0,2124458.0,2121134.0,
June 2014,-257184.0,20810.0,,-265177.0,2505297.0,2500333.0,
September 2014,-212090.0,29256.0,,-426752.0,2186855.0,2180736.0,
December 2014,-7159055.0,-278278.0,,-373715.0,1788625.0,1788625.0,17212.0
March 2015,-444848.0,25150.0,,-472395.0,1457092.0,1446792.0,10300.0
June 2015,-580049.0,-110334.0,,-513967.0,1261161.0,1253129.0,8032.0
September 2015,73041.0,0.0,,-205126.0,1023160.0,1023160.0,
December 2015,-154338.0,85184.0,,-342101.0,1059381.0,1059381.0,71635.0
March 2016,-247730.0,0.0,205721.75,338154.0,865799.0,,
June 2016,-438661.0,168530.0,205721.75,-455877.0,999844.0,999844.0,
September 2016,351482.0,64020.0,205721.75,-220180.0,745992.0,716866.0,
December 2016,,771734.0,205721.75,-1515819.0,410609.0,298110.0,112499.0
March 2017,,-158474.0,1313574.0,2400986.0,866699.0,745198.0,121501.0
June 2017,,82268.0,309700.0,663890.0,602362.0,476190.0,126172.0
September 2017,,83030.0,398880.0,394372.0,396875.0,274657.0,
December 2017,,275601.0,440682.0,-600858.0,862434.0,740399.0,
March 2018,,-31095.0,-464341.0,-363535.0,1309795.0,1192128.0,
June 2018,,16821.0,502579.0,-495162.0,996669.0,854867.0,
September 2018,,143400.0,522864.0,-656231.0,1125247.0,958573.0,
December 2018,,159687.0,1442607.0,-642146.0,1158226.0,958201.0,
March 2019,,40807.0,435211.0,-478827.0,1053148.0,723661.0,
June 2019,,39225.0,376116.0,-457769.0,780267.0,493717.0,
September 2019,,34479.0,365806.0,-405659.0,666567.0,373709.0,
December 2019,,49.0,358443.0,3216390.0,256827.0,81971.0,174856.0
March 2020,,17586.0,667671.0,-688749.0,4543068.0,4387080.0,155988.0
June 2020,,0.0,1085280.0,-1096803.0,4475515.0,4025515.0,450000.0
September 2020,,0.0,1058335.0,-1229470.0,3974123.0,3059646.0,914477.0
December 2020,,0.0,5538787.0,-5624137.0,3104528.0,2649026.0,455502.0
March 2021,,32861.5,1974725.0,-2100000.0,1277031.0,822013.0,455018.0
June 2021,,32861.5,204235.0,-858692.0,1469010.0,1014475.0,454535.0
September 2021,,57564.0,1167826.0,-1549179.0,1228619.0,774568.0,454051.0
December 2021,,-27287.0,-107786.0,-8129.0,1055000.0,349000.0,706000.0
March 2022,,25000.0,315000.0,-729000.0,1091000.0,386000.0,705000.0
June 2022,,31000.0,355000.0,-6000.0,869000.0,186000.0,683000.0
