,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,1189500.0,3528000.0,,
June 2008,1189500.0,3528000.0,,
September 2008,1189500.0,3528000.0,,
December 2008,1189500.0,3528000.0,,
March 2009,1257000.0,1963000.0,,
June 2009,1299000.0,6958000.0,,
September 2009,1360000.0,41363000.0,,
December 2009,1396000.0,3359000.0,1222799000.0,440077000.0
March 2010,1424000.0,6442000.0,,
June 2010,1805000.0,13367000.0,1296847000.0,472572000.0
September 2010,1699000.0,19505000.0,1218881000.0,403455000.0
December 2010,2509000.0,11694000.0,1282711000.0,488394000.0
March 2011,2207000.0,8496000.0,1178333000.0,379709000.0
June 2011,2093000.0,26739000.0,1171876000.0,347214000.0
September 2011,3239000.0,37126000.0,1249801000.0,432971000.0
December 2011,4018000.0,31522000.0,1450837000.0,634989000.0
March 2012,3930000.0,53696000.0,1486824000.0,629314000.0
June 2012,3614000.0,36875000.0,1541686000.0,586589000.0
September 2012,3140000.0,36774000.0,1518554000.0,546809000.0
December 2012,-3927000.0,22885000.0,1561725000.0,555507000.0
March 2013,2307000.0,22604000.0,1765597000.0,757392000.0
June 2013,3889000.0,46857000.0,1629494000.0,660912000.0
September 2013,3510000.0,82656000.0,1784367000.0,507417000.0
December 2013,3376000.0,22675000.0,1891383000.0,706310000.0
March 2014,3474000.0,23175000.0,1702572000.0,534321000.0
June 2014,3412000.0,21753000.0,1618958000.0,494221000.0
September 2014,2999000.0,17890000.0,1528033000.0,428563000.0
December 2014,3162000.0,43800000.0,1583286000.0,511226000.0
March 2015,2084000.0,35599000.0,1466061000.0,449986000.0
June 2015,2039000.0,-45616000.0,1379229000.0,477760000.0
September 2015,1514000.0,37336000.0,1266821000.0,388526000.0
December 2015,1561000.0,17018000.0,1362211000.0,500871000.0
March 2016,1045000.0,38451000.0,1265140000.0,433274000.0
June 2016,1317000.0,40548000.0,1226664000.0,419371000.0
