,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,,,,,,
June 2012,,,,,,
September 2012,,,,,,
December 2012,,,,,,
March 2013,,,-5974.5,,,
June 2013,,,-5974.5,,,
September 2013,,,,,,
December 2013,,,,17265.0,,
March 2014,,,-3517.0,,,
June 2014,,,-15073.0,235.0,21976.0,22534.0
September 2014,8403.0,,-71975.0,,,
December 2014,29013.0,,-126434.0,,,
March 2015,31138.0,,-43866.0,19534.0,2142.0,17392.0
June 2015,49686.0,,-21686.0,3390.0,3390.0,
September 2015,32443.0,0.0,-32538.0,228.0,228.0,
December 2015,51837.0,0.0,-53731.0,111.0,111.0,
March 2016,6249.0,0.0,-8007.0,25032.0,25032.0,
June 2016,24690.0,,-27036.0,100.0,100.0,
September 2016,16421.0,0.0,-19249.0,49115.0,49115.0,
December 2016,142064.0,129523.0,-146275.0,3182.0,3182.0,
March 2017,69165.0,56639.0,-73505.0,32899.0,32899.0,
