,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
September 2012,3961000.0,-2733000.0,
December 2012,3961000.0,-2733000.0,
March 2013,3988000.0,7054000.0,
June 2013,5579000.0,21018000.0,
September 2013,3373000.0,5327000.0,
December 2013,11764000.0,814000.0,281978000.0
March 2014,6997000.0,7888000.0,
June 2014,5801000.0,9566000.0,525831000.0
September 2014,7121000.0,9965000.0,522768000.0
December 2014,13579000.0,19678000.0,615031000.0
March 2015,11204000.0,30056000.0,668649000.0
June 2015,11936000.0,25400000.0,854125000.0
September 2015,10226000.0,16813000.0,855044000.0
December 2015,12759000.0,20243000.0,837398000.0
March 2016,14434000.0,7423000.0,879043000.0
June 2016,15977000.0,18368000.0,1122965000.0
September 2016,14191000.0,10930000.0,1053714000.0
December 2016,14308000.0,-2856000.0,1033244000.0
March 2017,17314000.0,5983000.0,955404000.0
June 2017,16092000.0,6642000.0,1148635000.0
September 2017,15420000.0,-8696000.0,1598984000.0
December 2017,22888000.0,-5048000.0,1771210000.0
March 2018,21931000.0,14829000.0,1866411000.0
June 2018,24422000.0,2408000.0,1990899000.0
September 2018,25815000.0,5989000.0,1825327000.0
December 2018,16376000.0,3929000.0,1768713000.0
March 2019,18604000.0,6964000.0,1676993000.0
June 2019,18384000.0,721000.0,1933985000.0
September 2019,21477000.0,8133000.0,1842879000.0
December 2019,22079000.0,12818000.0,1939670000.0
March 2020,21718000.0,7620000.0,1880495000.0
June 2020,19943000.0,4132000.0,2166390000.0
September 2020,17923000.0,-5233000.0,2148390000.0
December 2020,21953000.0,2808000.0,2089379000.0
March 2021,19800000.0,-5148000.0,2014794000.0
June 2021,15520000.0,-3950000.0,2351626000.0
September 2021,17169000.0,-16410000.0,2248122000.0
December 2021,13298000.0,-49218000.0,1980762000.0
March 2022,19724000.0,-30759000.0,1836396000.0
June 2022,17466000.0,-87866000.0,2029905000.0
