,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,7752403.0,,314812.5,,,
March 2010,7752403.0,,314812.5,,,
June 2010,7776146.0,,2924284.0,,,
September 2010,7565358.0,,702312.0,,,
December 2010,8210989.0,,120.0,,,
March 2011,7932984.0,,365434.0,,,
June 2011,7792959.0,,1018217.0,,,
September 2011,8793820.0,,101755.0,,,
December 2011,8180209.0,,-54300.0,,,
March 2012,8104286.0,,94839.0,,,
June 2012,8440090.0,,594668.0,,,
September 2012,28555011.0,,-19112721.0,,,
December 2012,8799348.0,,-406458.0,,,
March 2013,8499415.0,,-150441.0,,,
June 2013,8103958.0,,884288.0,,,
September 2013,8521620.0,,244022.0,,,
December 2013,9118500.0,,-846948.0,,,
March 2014,8371211.0,,126885.0,,,
June 2014,8354467.0,,565664.0,,,
September 2014,8311538.0,,309140.0,,,
December 2014,8338182.0,,-426610.0,,,
March 2015,8762940.0,,-641334.0,,,
June 2015,8081874.0,,-252934.0,,,
September 2015,7418971.0,,719788.0,,,
December 2015,7240804.0,7049548.0,-29528.0,,,
March 2016,7435694.0,7049548.0,239251.0,,,
June 2016,7241379.0,6933393.0,729117.0,,,
September 2016,7667336.0,7333912.0,262990.0,,,
December 2016,7461580.0,7171804.0,-74614.0,,,
March 2017,7367737.0,7098955.0,-27079.0,,,
June 2017,7561421.0,7265379.0,171015.0,,,
September 2017,7442228.0,7167594.0,490376.0,,,
December 2017,8152891.0,7491877.0,565524.0,,,
