,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2001,19733.766666666666,-7289.5,,,
March 2002,19733.766666666666,-7289.5,,,
June 2002,19733.766666666666,-14288.5,,,
September 2002,19733.766666666666,-14288.5,,,
December 2002,19733.766666666666,-14288.5,,,
March 2003,19733.766666666666,-14288.5,,,
June 2003,19733.766666666666,-17940.25,,,
September 2003,19733.766666666666,-17940.25,,,
December 2003,19733.766666666666,-17940.25,,,
March 2004,19733.766666666666,-17940.25,,,
June 2004,19733.766666666666,-42210.5,,,
September 2004,19733.766666666666,-42210.5,,,
December 2004,19733.766666666666,-42210.5,,,
March 2005,19733.766666666666,-42210.5,,,
June 2005,19733.766666666666,-14540.0,,,
September 2005,19733.766666666666,-14540.0,,,
December 2005,19733.766666666666,-14540.0,,,
March 2006,19733.766666666666,-14540.0,,,
June 2006,19733.766666666666,-17297.75,,,
September 2006,19733.766666666666,-17297.75,,,
December 2006,19733.766666666666,-17297.75,,,
March 2007,19733.766666666666,-17297.75,,,
June 2007,19733.766666666666,-7153.25,,,
September 2007,19733.766666666666,-7153.25,,,
December 2007,19733.766666666666,-7153.25,,,
March 2008,19733.766666666666,-7153.25,,,
June 2008,19733.766666666666,-2323.75,,,
September 2008,19733.766666666666,-2323.75,,,
December 2008,19733.766666666666,-2323.75,,,
March 2009,19733.766666666666,-2323.75,,,
June 2009,2067.75,-2067.75,,,
September 2009,2067.75,-2067.75,,,
December 2009,2067.75,-2067.75,,,
March 2010,2067.75,-2067.75,2961.0,2961.0,
June 2010,3471.0,-3476.0,,,
September 2010,1307.0,-1333.0,,,
December 2010,1801.0,-1866.0,,,
March 2011,1423.0,-1488.0,878.0,878.0,
June 2011,4541.0,-4606.0,2327.0,2327.0,
September 2011,1832.0,-1897.0,290.0,290.0,
December 2011,2152.0,-2217.0,863.0,863.0,
March 2012,1766.0,-1831.0,247.0,247.0,
June 2012,3515.0,-3580.0,207.0,207.0,
September 2012,3919.0,-3984.0,,,
December 2012,15898.0,-15963.0,356.0,356.0,
March 2013,98074.0,-104651.0,6844417.0,545417.0,6299000.0
June 2013,1033865.0,-1063917.0,13355227.0,1258527.0,12096700.0
September 2013,310809.0,-341518.0,13692620.0,979557.0,12713063.0
December 2013,354434.0,1291380.0,15862532.0,124850.0,15737682.0
March 2014,,-92083.0,17080252.0,377212.0,16703040.0
June 2014,,-58364.0,17274389.0,8492.0,17265897.0
September 2014,,-2906.0,18156915.0,155887.0,18001028.0
December 2014,,-105952.0,18765132.0,794223.0,17970909.0
March 2015,,20482.0,26706694.0,338245.0,26368449.0
June 2015,,193576.0,27463524.0,21951.0,27441573.0
September 2015,,-85049.0,27699346.0,98862.0,27600484.0
December 2015,,-519939.0,28768380.0,77864.0,28690516.0
March 2016,,495141.0,29848778.0,26592.0,29822186.0
June 2016,,640547.0,29876646.0,16254.0,29860392.0
September 2016,,179126.0,31421667.0,41848.0,31379819.0
December 2016,,608722.0,32686644.0,35087.0,32651557.0
March 2017,,583759.0,34165074.0,34165074.0,
June 2017,,-24784476.0,,7806951.0,
September 2017,,-507374.0,,5633635.0,
December 2017,,-308851.0,,2035200.0,
March 2018,,-823944.0,941607.0,941607.0,
June 2018,120000.0,-890088.0,,52145.0,
September 2018,-25000.0,-336508.0,,13494.0,
December 2018,2000.0,-473217.0,,96880.0,
March 2019,-5000.0,-356305.0,,5687.0,
June 2019,94000.0,-369849.0,,249747.0,
September 2019,8000.0,-404925.0,,12505.0,
December 2019,-3000.0,-331907.0,,20398.0,
March 2020,-29000.0,-6153.0,,30989.0,
June 2020,45000.0,-251086.0,,14067.0,
September 2020,35000.0,-332593.0,,4657.0,
December 2020,10000.0,-479560.0,,199071.0,
March 2021,-15000.0,-466328.0,,30572.0,
June 2021,81000.0,-101215.0,,25468.0,
September 2021,-11000.0,-254645.0,,18582.0,
December 2021,-20000.0,-230531.0,,67265.0,
March 2022,25000.0,-2178694.0,,276133.0,
June 2022,71000.0,-301596.0,,71653.0,
