,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 1998,0.0,,,
June 1998,0.0,,,
September 1998,0.0,,,
December 1998,0.0,,,
March 1999,0.0,,,
June 1999,0.0,,,
September 1999,0.0,,,
December 1999,0.0,,,
March 2000,0.0,,,
June 2000,0.0,,,
September 2000,0.0,,,
December 2000,0.0,,,
March 2001,0.0,,,
June 2001,0.0,,,
September 2001,0.0,,,
December 2001,0.0,,,
March 2002,0.0,,,
June 2002,-53981.0,,,
September 2002,-53981.0,,,
December 2002,-53981.0,,,
March 2003,-53981.0,,,
June 2003,-78281.75,,,
September 2003,-78281.75,,,
December 2003,-78281.75,,,
March 2004,-78281.75,,,
June 2004,-56523.25,,,
September 2004,-56523.25,,,
December 2004,-56523.25,,,
March 2005,-56523.25,,,
June 2005,-70003.5,,,
September 2005,-70003.5,,,
December 2005,-70003.5,,,
March 2006,-70003.5,,,
June 2006,-224710.75,,,
September 2006,-224710.75,,,
December 2006,-224710.75,,,
March 2007,-224710.75,,,
June 2007,-1257112.25,,,
September 2007,-1257112.25,,,
December 2007,-1257112.25,,,
March 2008,-1257112.25,,,
June 2008,-1741202.75,,,
September 2008,-1741202.75,,,
December 2008,-1741202.75,,,
March 2009,-1741202.75,,,
June 2009,-1163428.0,,,
September 2009,-1163428.0,,,
December 2009,-1163428.0,,,
March 2010,-1163428.0,,,
June 2010,-1786981.0,,,
September 2010,-654649.0,,,
December 2010,-380275.0,,,
March 2011,-261172.0,,,
June 2011,-651535.0,441185.0,214062.0,160659.0
September 2011,-796715.0,,,
December 2011,-367611.0,329400.0,109699.0,
March 2012,-1070718.0,271496.0,54079.0,
June 2012,-749365.0,336302.0,130786.0,159754.0
September 2012,-3991559.0,252075.0,51567.0,
December 2012,92520.0,263433.0,65395.0,
March 2013,221387.0,221666.0,26137.0,
June 2013,-656955.0,230527.0,37453.0,
September 2013,-2723667.0,223797.0,33399.0,
December 2013,-16721156.0,307542.0,119633.0,
March 2014,-465332.0,314329.0,128984.0,
June 2014,-1639756.0,215536.0,145556.0,
September 2014,-1845336.0,232134.0,164718.0,
December 2014,277502.0,168665.0,103897.0,
March 2015,-3226419.0,506397.0,444287.0,
June 2015,-101106.0,272195.0,212657.0,
