,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2006,3034.6666666666665,-18431.333333333332,,,
December 2006,3034.6666666666665,-18431.333333333332,,,
March 2007,3034.6666666666665,-18431.333333333332,,,
June 2007,3034.6666666666665,-9490.5,,,
September 2007,3034.6666666666665,-9490.5,,,
December 2007,3034.6666666666665,-9490.5,,,
March 2008,3034.6666666666665,-9490.5,,,
June 2008,3034.6666666666665,-13119.0,,,
September 2008,3034.6666666666665,-13119.0,,,
December 2008,3034.6666666666665,-13119.0,,,
March 2009,3034.6666666666665,-13119.0,,,
June 2009,3034.6666666666665,-15801.0,,,
September 2009,3034.6666666666665,-15801.0,,,
December 2009,3034.6666666666665,-15801.0,,,
March 2010,3034.6666666666665,-15801.0,,,
June 2010,3034.6666666666665,-18063.0,,,
September 2010,3034.6666666666665,-11875.0,,,
December 2010,3034.6666666666665,-17131.0,,,
March 2011,3034.6666666666665,-12853.0,2195.0,,
June 2011,3034.6666666666665,-17092.0,,,
September 2011,3034.6666666666665,-14499.0,2584.0,,
December 2011,2.1827872842550278e-11,-22316.0,2434.0,,
March 2012,0.0,-9352.0,40.0,40.0,
June 2012,,-16585.0,,,
September 2012,,-14171.0,262537.0,260477.0,
December 2012,,-15153.0,399989.0,397929.0,
March 2013,,-50293.0,4921.0,,
June 2013,,-49283.0,4771.0,,
September 2013,,-9191.0,2060.0,,
December 2013,,-49905.0,2060.0,,
March 2014,,-22757.0,37756.0,35696.0,
June 2014,,-56592.0,13105.0,,
September 2014,,-165734.0,47850.0,45790.0,
December 2014,,297363.0,4375.0,4375.0,
March 2015,,-251797.0,201287.0,201287.0,
June 2015,,-431518.0,355400.0,,
September 2015,,-268617.0,252963.0,,
December 2015,,-251596.0,428443.0,,
March 2016,,-352811.0,403563.0,403563.0,
June 2016,,-344764.0,450212.0,,
September 2016,,-403245.0,517732.0,417225.0,
December 2016,,-466445.0,350268.0,249761.0,
March 2017,,-732217.0,2143577.0,1738171.0,405406.0
June 2017,,-1886867.0,8902958.0,4028732.0,4874226.0
September 2017,,-493241.0,12875460.0,4729143.0,8146317.0
December 2017,,-1796749.0,8335554.0,2089927.0,6245627.0
