,NetIncomeLoss,Assets,AssetsCurrent
March 2010,-959500.0,,
June 2010,-959500.0,,
September 2010,-959500.0,,
December 2010,-959500.0,,
March 2011,-1303000.0,,
June 2011,-1303000.0,,
September 2011,-1495000.0,,
December 2011,-2054000.0,24195000.0,15580000.0
March 2012,-4200000.0,,
June 2012,-3440000.0,,
September 2012,-1689000.0,119446000.0,109361000.0
December 2012,-1592000.0,118964000.0,107525000.0
March 2013,-1982000.0,235726000.0,223372000.0
June 2013,-2411000.0,240424000.0,227254000.0
September 2013,-2220000.0,455583000.0,62949000.0
December 2013,-11146000.0,655409000.0,249566000.0
March 2014,-15151000.0,650993000.0,240175000.0
June 2014,-17863000.0,649607000.0,238688000.0
September 2014,-23993000.0,652665000.0,234472000.0
December 2014,-18756000.0,640514000.0,218361000.0
