,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,11926250.0,-24931000.0,
June 2009,11926250.0,-24931000.0,
September 2009,11926250.0,-24931000.0,
December 2009,11926250.0,-24931000.0,
March 2010,11437000.0,-15960000.0,
June 2010,11811000.0,-21071000.0,
September 2010,12275000.0,-37077000.0,
December 2010,12693000.0,-7301000.0,714776000.0
March 2011,12558000.0,-32043000.0,
June 2011,10792000.0,-11424000.0,604362000.0
September 2011,9951000.0,-24819000.0,480801000.0
December 2011,10328000.0,-17117000.0,555444000.0
March 2012,9486000.0,-14281000.0,544259000.0
June 2012,9300000.0,-13393000.0,545864000.0
September 2012,9549000.0,-15677000.0,577023000.0
December 2012,9973000.0,-12336000.0,591155000.0
March 2013,10441000.0,-11417000.0,583622000.0
June 2013,10412000.0,-16008000.0,580670000.0
September 2013,11046000.0,-10328000.0,572836000.0
December 2013,13418000.0,-6402000.0,571207000.0
March 2014,11586000.0,-24135000.0,695168000.0
June 2014,10769000.0,-9719000.0,684797000.0
September 2014,9702000.0,-10143000.0,632268000.0
December 2014,10928000.0,-6727000.0,551244000.0
March 2015,10152000.0,-6641000.0,532417000.0
June 2015,10418000.0,-6641000.0,520550000.0
September 2015,9980000.0,-7495000.0,514766000.0
December 2015,9794000.0,42874000.0,558035000.0
March 2016,10151000.0,-5810000.0,518017000.0
June 2016,9379000.0,-5810000.0,512261000.0
September 2016,9407000.0,-8330000.0,509325000.0
