,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,53558750.0,50089000.0,3291750.0,,
June 2009,53558750.0,50089000.0,3291750.0,,
September 2009,53558750.0,50089000.0,3291750.0,,
December 2009,53558750.0,50089000.0,3291750.0,,
March 2010,58745000.0,55626000.0,11199000.0,,
June 2010,56267000.0,53249000.0,-1973000.0,,
September 2010,57686000.0,54713000.0,7175000.0,,
December 2010,59923000.0,56430000.0,7711000.0,,
March 2011,66564000.0,63375000.0,15378000.0,,
June 2011,66794000.0,63370000.0,1847000.0,,
September 2011,69725000.0,66356000.0,6509000.0,,
December 2011,65274000.0,55517000.0,1783000.0,,
March 2012,69765000.0,66347000.0,9676000.0,,
June 2012,69575000.0,66103000.0,-2442000.0,,
September 2012,67818000.0,64394000.0,3180000.0,,
December 2012,74108000.0,67010000.0,4387000.0,,
March 2013,73461000.0,70669000.0,11320000.0,,
June 2013,69531000.0,66521000.0,-2830000.0,,
September 2013,72007000.0,68434000.0,-3022000.0,,
December 2013,113320000.0,67092000.0,-28247000.0,,
March 2014,72690000.0,69710000.0,7775000.0,,
June 2014,69846000.0,66858000.0,-1616000.0,,
September 2014,67485000.0,64477000.0,-437000.0,,
December 2014,70960000.0,67738000.0,-42897000.0,,
March 2015,72930000.0,69608000.0,9411000.0,,
June 2015,71700000.0,68254000.0,-1281000.0,,
September 2015,68252000.0,64869000.0,2273000.0,,
December 2015,103300000.0,73132000.0,-17695000.0,,
March 2016,73401000.0,69934000.0,14250000.0,,
June 2016,76370000.0,72654000.0,-3565000.0,,
September 2016,76380000.0,72846000.0,-5165000.0,,
December 2016,69861000.0,64585000.0,8997000.0,,
March 2017,74667000.0,71199000.0,12771000.0,,
June 2017,71908000.0,68412000.0,979000.0,,
September 2017,68758000.0,65172000.0,3215000.0,,
December 2017,73976000.0,69882000.0,39685000.0,,
March 2018,78776000.0,75549000.0,10247000.0,,
June 2018,78494000.0,75105000.0,-3265000.0,,
