,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,5406750.0,3710500.0,,-4007750.0,,
June 2010,5406750.0,3710500.0,,-4007750.0,,
September 2010,5406750.0,3710500.0,,-4007750.0,,
December 2010,5406750.0,3710500.0,,-4007750.0,,
March 2011,4856000.0,3941500.0,,-1704000.0,,
June 2011,4699000.0,3941500.0,,-1501000.0,,
September 2011,4972000.0,3941500.0,,-2319000.0,,
December 2011,8118000.0,3941500.0,,-5628000.0,45079000.0,44328000.0
March 2012,8680000.0,6488000.0,,-6883000.0,,
June 2012,10868000.0,8399000.0,,4506000.0,,
September 2012,16362000.0,13923000.0,,-16386000.0,,
December 2012,17779000.0,14374000.0,,-18036000.0,96222000.0,87589000.0
March 2013,13759000.0,10034000.0,,-14126000.0,88736000.0,81332000.0
June 2013,11740000.0,7767000.0,,-12258000.0,76383000.0,76196000.0
September 2013,11004000.0,6970000.0,,-11509000.0,64649000.0,64491000.0
December 2013,13563000.0,9203000.0,,-14018000.0,173407000.0,173276000.0
March 2014,68858000.0,9980000.0,6121000.0,-69445000.0,155641000.0,155102000.0
June 2014,18326000.0,10962000.0,7364000.0,-19482000.0,138758000.0,137001000.0
September 2014,21311000.0,13401000.0,,-22471000.0,121736000.0,119084000.0
December 2014,23157000.0,13497000.0,,-24223000.0,103426000.0,101159000.0
March 2015,27762000.0,15266000.0,12496000.0,-28812000.0,215301000.0,212946000.0
June 2015,36217000.0,11227000.0,24976000.0,-37154000.0,195446000.0,192484000.0
