,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,140750.0,,
June 2009,140750.0,,
September 2009,140750.0,,
December 2009,140750.0,,
March 2010,98000.0,,
June 2010,116000.0,,
September 2010,106000.0,,
December 2010,173000.0,,3909648000.0
March 2011,85000.0,,
June 2011,83000.0,,3896860000.0
September 2011,97000.0,,3862158000.0
December 2011,81000.0,,4530154000.0
March 2012,5000.0,8609500.0,4515536000.0
June 2012,127000.0,8609500.0,4625020000.0
September 2012,119000.0,8609500.0,5075043000.0
December 2012,88000.0,8609500.0,5396256000.0
March 2013,66000.0,18861000.0,5417707000.0
June 2013,122000.0,18861000.0,5387551000.0
September 2013,88000.0,29682000.0,5420334000.0
December 2013,78000.0,140011000.0,6472016000.0
March 2014,76000.0,13517000.0,5633291000.0
June 2014,90000.0,134258000.0,5594980000.0
September 2014,76000.0,13826000.0,6016685000.0
December 2014,130000.0,238996000.0,6384874000.0
March 2015,103000.0,54379000.0,6626049000.0
June 2015,160000.0,29206000.0,6783806000.0
September 2015,102000.0,156072000.0,8705110000.0
December 2015,99000.0,112240000.0,8833317000.0
March 2016,184000.0,71233000.0,8669029000.0
June 2016,265000.0,,8592788000.0
September 2016,156000.0,,8616633000.0
December 2016,115000.0,,8754613000.0
March 2017,112000.0,,8624770000.0
June 2017,117000.0,,8819057000.0
September 2017,92000.0,,8753560000.0
December 2017,175000.0,,8541508000.0
March 2018,122000.0,,7397170000.0
June 2018,152000.0,,7581175000.0
September 2018,131000.0,,7304548000.0
December 2018,222000.0,,7009297000.0
