,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
June 2011,,,-2509.0666666666666,
September 2011,,,-2509.0666666666666,
December 2011,,,-2509.0666666666666,
March 2012,,,-2509.0666666666666,
June 2012,,,-2509.0666666666666,
September 2012,,,-2509.0666666666666,
December 2012,,,-2509.0666666666666,
March 2013,,,-2509.0666666666666,
June 2013,,,-2509.0666666666666,
September 2013,,,-2509.0666666666666,
December 2013,,,-2509.0666666666666,
March 2014,,,-2509.0666666666666,
June 2014,,,-2509.0666666666666,
September 2014,,,-2509.0666666666666,
December 2014,,,-2509.0666666666666,
March 2015,4509.5,781.5,-4509.5,
June 2015,4509.5,781.5,-4509.5,
September 2015,4599.0,555.0,-4599.0,
December 2015,2441.0,1785.0,-2441.0,0.0
March 2016,4012.0,743.0,-4012.0,
June 2016,1377.0,320.0,-1377.0,
September 2016,3109.0,371.0,-3109.0,0.0
December 2016,6311.0,1568.0,-6311.0,
March 2017,3375.0,554.0,-3375.0,
June 2017,4372.0,1333.0,-4372.0,
September 2017,3994.0,1243.0,-3994.0,
December 2017,2334.0,1260.0,-2334.0,
March 2018,2613.0,1512.0,-2613.0,
June 2018,4362.0,1137.0,-4362.0,
September 2018,6116.0,2068.0,-6116.0,
