,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2007,,,-6250.0,,
December 2007,,,-6250.0,,
March 2008,,,-5291.75,,
June 2008,,,-5291.75,,
September 2008,,,-5291.75,,
December 2008,,,-5291.75,,
March 2009,,,-4593.25,,
June 2009,,,-4593.25,,
September 2009,,,-4593.25,,
December 2009,,,-4593.25,,
March 2010,,,-5700.0,,
June 2010,,,-7541.0,,
September 2010,,,-3441.0,,
December 2010,,,-975.0,,
March 2011,96938.25,258464.25,-356225.0,,
June 2011,96938.25,258464.25,-415686.0,,
September 2011,96938.25,258464.25,-326671.0,,
December 2011,96938.25,258464.25,-549004.0,380000.0,170523.0
March 2012,63290.0,214739.0,-398759.0,,
June 2012,84153.0,362563.3333333333,-682695.0,,
September 2012,61156.0,362563.3333333333,-1041817.0,922235.0,738167.0
December 2012,115976.0,362563.3333333333,-483536.0,469805.0,286562.0
March 2013,102499.0,291810.0,-425478.0,300107.0,124936.0
June 2013,68894.0,,-330745.0,349677.0,182406.0
September 2013,63778.0,,-316795.0,312972.0,153545.0
December 2013,,,-319302.0,320655.0,175570.0
March 2014,120318.0,,-648055.0,377009.0,239619.0
June 2014,65626.0,,-422313.0,317902.0,187258.0
September 2014,,,-120823.0,311452.0,187499.0
